,atb_year,core_metric_key,core_metric_parameter,core_metric_case,tax_credit_case,crpyears,technology,technology_alias,techdetail,techdetail2,resourcedetail,display_name,default,scale,maturity,scenario,core_metric_variable,units,value
293877,2024,463112,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class1,Tracking PV,Class1,Utility PV - Class 1,0,Utility,Y,Conservative,2043,,1032.486585394055
293878,2024,463113,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Advanced,2043,,618.7216324782083
293879,2024,463114,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Moderate,2043,,782.0279233911332
293880,2024,463115,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class2,Tracking PV,Class2,Utility PV - Class 2,0,Utility,Y,Conservative,2043,,1032.486585394055
293881,2024,463116,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Advanced,2043,,618.7216324782083
293882,2024,463117,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Moderate,2043,,782.0279233911332
293883,2024,463118,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class3,Tracking PV,Class3,Utility PV - Class 3,0,Utility,Y,Conservative,2043,,1032.486585394055
293884,2024,463119,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Advanced,2043,,618.7216324782083
293886,2024,463120,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Moderate,2043,,782.0279233911332
293887,2024,463121,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class4,Tracking PV,Class4,Utility PV - Class 4,0,Utility,Y,Conservative,2043,,1032.486585394055
293888,2024,463122,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Advanced,2043,,618.7216324782083
293889,2024,463123,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Moderate,2043,,782.0279233911332
293890,2024,463124,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class5,Tracking PV,Class5,Utility PV - Class 5,1,Utility,Y,Conservative,2043,,1032.486585394055
293891,2024,463125,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Advanced,2043,,618.7216324782083
293892,2024,463126,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Moderate,2043,,782.0279233911332
293893,2024,463127,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class6,Tracking PV,Class6,Utility PV - Class 6,0,Utility,Y,Conservative,2043,,1032.486585394055
293894,2024,463128,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Advanced,2043,,618.7216324782083
293895,2024,463129,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Moderate,2043,,782.0279233911332
293897,2024,463130,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class7,Tracking PV,Class7,Utility PV - Class 7,0,Utility,Y,Conservative,2043,,1032.486585394055
293898,2024,463131,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class8,Tracking PV,Class8,Utility PV - Class 8,0,Utility,Y,Advanced,2043,,618.7216324782083
293899,2024,463132,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class8,Tracking PV,Class8,Utility PV - Class 8,0,Utility,Y,Moderate,2043,,782.0279233911332
293900,2024,463133,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class8,Tracking PV,Class8,Utility PV - Class 8,0,Utility,Y,Conservative,2043,,1032.486585394055
293901,2024,463134,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class9,Tracking PV,Class9,Utility PV - Class 9,0,Utility,Y,Advanced,2043,,618.7216324782083
293902,2024,463135,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class9,Tracking PV,Class9,Utility PV - Class 9,0,Utility,Y,Moderate,2043,,782.0279233911332
293903,2024,463136,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class9,Tracking PV,Class9,Utility PV - Class 9,0,Utility,Y,Conservative,2043,,1032.486585394055
293904,2024,463137,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class10,Tracking PV,Class10,Utility PV - Class 10,0,Utility,Y,Advanced,2043,,618.7216324782083
293905,2024,463138,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class10,Tracking PV,Class10,Utility PV - Class 10,0,Utility,Y,Moderate,2043,,782.0279233911332
293906,2024,463139,CAPEX,Market,PTC,20,UtilityPV,Utility PV,Class10,Tracking PV,Class10,Utility PV - Class 10,0,Utility,Y,Conservative,2043,,1032.486585394055
297691,2024,468144,CF,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2043,,0.9
297692,2024,468145,CF,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2043,,0.9
297693,2024,468146,CF,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2043,,0.9
297694,2024,468147,CF,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2043,,0.8
297695,2024,468148,CF,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2043,,0.8
297696,2024,468149,CF,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2043,,0.8
297698,2024,468150,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2043,,0.9
297699,2024,468151,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2043,,0.9
297700,2024,468152,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2043,,0.9
297701,2024,468153,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2043,,0.8
297702,2024,468154,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2043,,0.8
297703,2024,468155,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2043,,0.8
297704,2024,468156,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2043,,0.9
297705,2024,468157,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2043,,0.9
297706,2024,468158,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2043,,0.9
297707,2024,468159,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2043,,0.8
297709,2024,468160,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2043,,0.8
297710,2024,468161,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2043,,0.8
297711,2024,468162,OCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2043,,3627.9049356845926
297712,2024,468163,OCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2043,,3964.7363218789983
297713,2024,468164,OCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2043,,4283.656668514591
297714,2024,468165,OCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2043,,4504.1452704551875
297715,2024,468166,OCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2043,,5092.365312595355
297716,2024,468167,OCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2043,,5714.263789699
297717,2024,468168,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2043,,3249.8323678612373
297718,2024,468169,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2043,,5039.297337602699
297720,2024,468170,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2043,,5882.3051403804275
297721,2024,468171,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2043,,4349.48502014181
297722,2024,468172,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2043,,6506.783324696928
297723,2024,468173,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2043,,8226.699322709077
297724,2024,468174,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2043,,2863.5644253262767
297725,2024,468175,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2043,,4792.91908939634
297726,2024,468176,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2043,,6867.688329824018
297727,2024,468177,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2043,,4625.628925865803
297728,2024,468178,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2043,,7695.685317761213
297729,2024,468179,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2043,,12158.79192415186
297731,2024,468180,GCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2043,,100.0
297732,2024,468181,GCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2043,,100.0
297733,2024,468182,GCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2043,,100.0
297734,2024,468183,GCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2043,,100.0
297735,2024,468184,GCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2043,,100.0
297736,2024,468185,GCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2043,,100.0
297737,2024,468186,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2043,,100.0
297738,2024,468187,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2043,,100.0
297739,2024,468188,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2043,,100.0
297740,2024,468189,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2043,,100.0
297742,2024,468190,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2043,,100.0
297743,2024,468191,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2043,,100.0
297744,2024,468192,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2043,,100.0
297745,2024,468193,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2043,,100.0
297746,2024,468194,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2043,,100.0
297747,2024,468195,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2043,,100.0
297748,2024,468196,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2043,,100.0
297749,2024,468197,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2043,,100.0
297750,2024,468198,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2043,,111.47152396408444
297751,2024,468199,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2043,,112.33019620065808
297754,2024,468200,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2043,,121.11564948696191
297755,2024,468201,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2043,,125.63743418791996
297756,2024,468202,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2043,,133.35266675038753
297757,2024,468203,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2043,,161.16810720595237
297758,2024,468204,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2043,,112.07372477386502
297759,2024,468205,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2043,,139.6426147722315
297760,2024,468206,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2043,,154.27087742463428
297761,2024,468207,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2043,,120.77317749622948
297762,2024,468208,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2043,,161.69608033859285
297763,2024,468209,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2043,,199.96073410596523
297765,2024,468210,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2043,,99.00636182379492
297766,2024,468211,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2043,,126.00151072035456
297767,2024,468212,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2043,,146.96894687966105
297768,2024,468213,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2043,,119.157814862238
297769,2024,468214,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2043,,165.3979730780304
297770,2024,468215,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2043,,226.31128048778424
297773,2024,468234,CFC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2043,,1312.415309544826
297774,2024,468235,CFC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2043,,1870.196405440591
297775,2024,468236,CFC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2043,,2123.9310491517595
297776,2024,468237,CFC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2043,,1620.897218293507
297777,2024,468238,CFC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2043,,2389.0216177322113
297778,2024,468239,CFC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2043,,2817.076318863492
297780,2024,468240,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2043,,1118.5891558202975
297781,2024,468241,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2043,,1933.965059958838
297782,2024,468242,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2043,,2703.089217772797
297783,2024,468243,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2043,,1485.7894801742689
297784,2024,468244,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2043,,2486.1935921074178
297785,2024,468245,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2043,,3762.397709692829
297786,2024,468246,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2043,,989.6050502554896
297787,2024,468247,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2043,,1841.2506493567007
297788,2024,468248,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2043,,3148.3320818955985
297789,2024,468249,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2043,,1578.00053567432
297791,2024,468250,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2043,,2933.588394015161
297792,2024,468251,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2043,,5539.103655783747
297793,2024,468252,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2043,,50.632325487127
297794,2024,468253,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2043,,57.21849076924063
297795,2024,468254,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2043,,62.479017403231325
297796,2024,468255,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2043,,68.63270398269543
297797,2024,468256,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2043,,80.78148678871473
297798,2024,468257,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2043,,93.30279383739578
297799,2024,468258,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2043,,46.56799669144779
297800,2024,468259,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2043,,68.92460985566875
297802,2024,468260,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2043,,82.45234619197186
297803,2024,468261,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2043,,65.57834927990709
297804,2024,468262,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2043,,97.1383138377824
297805,2024,468263,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2043,,127.00282184055044
297806,2024,468264,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2043,,41.179970031893745
297807,2024,468265,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2043,,64.73925506282497
297808,2024,468266,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2043,,91.88432003165128
297809,2024,468267,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2043,,68.34821712312684
297810,2024,468268,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2043,,110.99471949444528
297811,2024,468269,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2043,,177.26290214890457
297813,2024,468270,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2043,,5040.320245229418
297814,2024,468271,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2043,,5934.9327273195895
297815,2024,468272,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2043,,6507.587717666351
297816,2024,468273,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2043,,6225.042488748694
297817,2024,468274,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2043,,7581.386930327566
297818,2024,468275,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2043,,8631.340108562492
