,atb_year,core_metric_key,core_metric_parameter,core_metric_case,tax_credit_case,crpyears,technology,technology_alias,techdetail,techdetail2,resourcedetail,display_name,default,scale,maturity,scenario,core_metric_variable,units,value
189743,2024,33674,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2023,,100.0
189754,2024,33675,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2023,,100.0
189765,2024,33676,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2023,,100.0
189776,2024,33677,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2023,,100.0
189787,2024,33678,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2023,,120.3737936775098
189798,2024,33679,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2023,,120.43984538801548
189810,2024,33680,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2023,,121.11564948696191
189821,2024,33681,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2023,,158.43497851225757
189830,2024,33682,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2023,,159.02845794013967
189831,2024,33683,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2023,,161.16810720595237
189832,2024,33684,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2023,,151.02494260534434
189839,2024,33685,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2023,,153.14562645137252
189850,2024,33686,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2023,,154.27087742463428
189861,2024,33687,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2023,,193.869383597524
189872,2024,33688,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2023,,197.01729920078273
189883,2024,33689,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2023,,199.96073410596523
189895,2024,33690,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2023,,143.27951725997903
189906,2024,33691,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2023,,145.356067175099
189917,2024,33692,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2023,,146.96894687966105
189928,2024,33693,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2023,,218.0687062088961
189939,2024,33694,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2023,,221.6256414562647
189950,2024,33695,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2023,,226.31128048778424
190088,2024,33714,CFC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2023,,2255.708732953839
190099,2024,33715,CFC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2023,,2310.1824828773465
190110,2024,33716,CFC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2023,,2342.78660888018
190121,2024,33717,CFC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2023,,2967.3125296585563
190132,2024,33718,CFC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2023,,3047.7060874335725
190143,2024,33719,CFC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2023,,3109.0227788406596
190155,2024,33720,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2023,,2704.3791049056035
190166,2024,33721,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2023,,2889.3813463164743
190177,2024,33722,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2023,,2983.3603806983565
190188,2024,33723,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2023,,3732.0731627145137
190189,2024,33724,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2023,,3969.0690764467545
190190,2024,33725,CFC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2023,,4154.37101457743
190191,2024,33726,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2023,,2953.309143871567
190202,2024,33727,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2023,,3228.29690113419
190213,2024,33728,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2023,,3475.5532900571307
190224,2024,33729,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2023,,5059.685644005704
190236,2024,33730,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2023,,5516.183920694193
190247,2024,33731,CFC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2023,,6118.427351346328
190258,2024,33732,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2023,,65.79044114858266
190269,2024,33733,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2023,,66.41450019172946
190280,2024,33734,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2023,,67.08639374015846
190291,2024,33735,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2023,,97.37579872092483
190292,2024,33736,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2023,,98.58916109719658
190293,2024,33737,LCOE,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2023,,100.219075887071
190294,2024,33738,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2023,,82.6543760100624
190305,2024,33739,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2023,,86.92347362985555
190317,2024,33740,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2023,,88.64184176488916
190328,2024,33741,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2023,,126.2462206795673
190339,2024,33742,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2023,,132.4244475285438
190350,2024,33743,LCOE,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2023,,136.7434284983414
190361,2024,33744,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2023,,87.51680024804877
190372,2024,33745,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2023,,93.85283196460765
190375,2024,33746,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2023,,99.1114973984598
190376,2024,33747,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2023,,164.76802543755525
190377,2024,33748,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2023,,176.59569326031038
190386,2024,33749,LCOE,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2023,,191.6618930440547
190398,2024,33750,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2023,,7011.356575088485
190409,2024,33751,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2023,,7096.799185929678
190420,2024,33752,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2023,,7178.1470340812875
190431,2024,33753,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2023,,9223.214819902778
190442,2024,33754,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2023,,9362.445711783124
190453,2024,33755,CAPEX,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2023,,9525.84522817188
190458,2024,33756,CAPEX,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2023,,8812.155281508716
190459,2024,33757,CAPEX,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2023,,9367.280329515448
190460,2024,33758,CAPEX,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2023,,9585.943833627956
190467,2024,33759,CAPEX,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2023,,12160.872036074832
190479,2024,33760,CAPEX,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2023,,12867.592826985556
190490,2024,33761,CAPEX,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2023,,13348.560726166508
190501,2024,33762,CAPEX,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2023,,9623.287919540488
190512,2024,33763,CAPEX,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2023,,10466.033532881316
190523,2024,33764,CAPEX,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2023,,11167.426786525088
190534,2024,33765,CAPEX,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2023,,16486.865872362592
190541,2024,33766,CAPEX,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2023,,17883.28882242618
190542,2024,33767,CAPEX,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2023,,19659.34163354738
190616,2024,337788,CF,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2037,,0.9
190617,2024,337789,CF,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2037,,0.9
190618,2024,337790,CF,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2037,,0.9
190619,2024,337791,CF,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2037,,0.8
190620,2024,337792,CF,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2037,,0.8
190621,2024,337793,CF,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2037,,0.8
190622,2024,337794,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2037,,0.9
190623,2024,337795,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2037,,0.9
190624,2024,337796,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2037,,0.9
190625,2024,337797,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2037,,0.8
190626,2024,337798,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2037,,0.8
190627,2024,337799,CF,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2037,,0.8
190629,2024,337800,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2037,,0.9
190630,2024,337801,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2037,,0.9
190631,2024,337802,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2037,,0.9
190632,2024,337803,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2037,,0.8
190633,2024,337804,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2037,,0.8
190634,2024,337805,CF,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2037,,0.8
190635,2024,337806,OCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2037,,3738.672417761819
190636,2024,337807,OCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2037,,4085.787966632691
190637,2024,337808,OCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2037,,4414.445614660211
190638,2024,337809,OCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2037,,4641.666192133975
190639,2024,337810,OCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2037,,5247.845815390601
190640,2024,337811,OCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2037,,5888.732146265953
190641,2024,337812,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2037,,3349.056508223981
190642,2024,337813,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2037,,5193.157564764189
190643,2024,337814,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2037,,6061.904148833197
190644,2024,337815,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2037,,4482.2838427556135
190645,2024,337816,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2037,,6705.44895074723
190646,2024,337817,OCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2037,,8477.877560821029
190647,2024,337818,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2037,,2950.9950021419445
190648,2024,337819,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2037,,4939.256876285488
190649,2024,337820,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2037,,7077.37313619897
190650,2024,337821,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2037,,4766.8589961749785
190651,2024,337822,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2037,,7930.650594034703
190652,2024,337823,OCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2037,,12530.025126348508
190653,2024,337824,GCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2037,,100.0
190654,2024,337825,GCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2037,,100.0
190655,2024,337826,GCC,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2037,,100.0
190656,2024,337827,GCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2037,,100.0
190657,2024,337828,GCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2037,,100.0
190658,2024,337829,GCC,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2037,,100.0
190659,2024,337830,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2037,,100.0
190660,2024,337831,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2037,,100.0
190661,2024,337832,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2037,,100.0
190662,2024,337833,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Advanced,2037,,100.0
190663,2024,337834,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Moderate,2037,,100.0
190664,2024,337835,GCC,Market,ITC,20,Geothermal,Geothermal,NFEGSBinary,NF EGS / Binary,Geothermal,Geothermal - NF EGS / Binary,0,Utility,N,Conservative,2037,,100.0
190665,2024,337836,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Advanced,2037,,100.0
190666,2024,337837,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Moderate,2037,,100.0
190667,2024,337838,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSFlash,Deep EGS / Flash,Geothermal,Geothermal - Deep EGS / Flash,0,Utility,N,Conservative,2037,,100.0
190668,2024,337839,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Advanced,2037,,100.0
190669,2024,337840,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Moderate,2037,,100.0
190670,2024,337841,GCC,Market,ITC,20,Geothermal,Geothermal,DeepEGSBinary,Deep EGS / Binary,Geothermal,Geothermal - Deep EGS / Binary,0,Utility,N,Conservative,2037,,100.0
190671,2024,337842,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Advanced,2037,,111.47152396408444
190672,2024,337843,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Moderate,2037,,112.33019620065808
190673,2024,337844,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroFlash,Hydro / Flash,Geothermal,Geothermal - Hydro / Flash,1,Utility,Y,Conservative,2037,,121.11564948696191
190674,2024,337845,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Advanced,2037,,125.63743418791996
190675,2024,337846,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Moderate,2037,,133.35266675038753
190676,2024,337847,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,HydroBinary,Hydro / Binary,Geothermal,Geothermal - Hydro / Binary,0,Utility,Y,Conservative,2037,,161.16810720595237
190677,2024,337848,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Advanced,2037,,112.07372477386502
190678,2024,337849,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Moderate,2037,,139.6426147722315
190679,2024,337850,Fixed O&M,Market,ITC,20,Geothermal,Geothermal,NFEGSFlash,NF EGS / Flash,Geothermal,Geothermal - NF EGS / Flash,0,Utility,N,Conservative,2037,,154.27087742463428
