GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007102722,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121500,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121502,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121504,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121506,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121508,0.30820355
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121510,0.81497556
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121512,0.6752734
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121514,0.8172134
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121516,0.52387136
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121518,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121520,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3007121522,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022000,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022002,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022004,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022006,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022008,0.6886577
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022010,0.95564985
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022012,0.90019965
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022014,0.4734153
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022016,0.14228754
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022018,-0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022020,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008022022,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041000,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041002,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041004,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041006,0.0017969635
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041008,0.27043864
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041010,0.55855036
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041012,0.36716163
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041014,0.31164584
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041016,0.34700403
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041018,0.0073141363
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041020,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008041022,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061700,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061702,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061704,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061706,0.052879766
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061708,0.46134275
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061710,0.8969385
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061712,0.42046297
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061714,0.29935333
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061716,0.10752059
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061718,0.04694716
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061720,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008061722,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081800,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081802,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081804,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081806,0.020501139
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081808,0.92967415
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081810,0.7355059
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081812,0.6884368
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081814,0.9507228
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081816,0.4596025
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081818,0.09696876
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081820,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008081822,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091000,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091002,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091004,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091006,0.0081987465
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091008,0.84725296
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091010,0.8554879
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091012,0.7461011
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091014,0.6689366
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091016,0.8113158
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091018,0.0056333267
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091020,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008091022,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112200,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112202,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112204,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112206,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112208,0.013532493
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112210,0.02197162
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112212,0.08629405
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112214,0.29980528
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112216,0.08214999
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112218,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112220,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3008112222,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3507011200,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3507011202,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3507011204,0.0
Oahu_CentralTrackingPV_Reference_wSlope_Flat_PV_01,3507011206,0.0
