ph_project_id,ph_load_zone,ph_capital_cost_per_mw,ph_project_life,ph_fixed_om_percent,ph_efficiency,ph_inflow_mw,ph_max_capacity_mw
Lake_Wilson,Oahu,2800327.380673,50,0.015,0.77,10,150
