scenario,period,tech,energy_gwh,capacity_mw,emissions_tco2
nlv2b_lc_C3_LSFO500_futbrent,2027,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2027,Geothermal (EGS),302.6,37.1,0.0
nlv2b_lc_C3_LSFO500_futbrent,2027,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2027,Onshore wind,286.36,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2027,Oil,4121.69,1361.7,3029711.0
nlv2b_lc_C3_LSFO500_futbrent,2027,Utility solar,1848.2,733.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2027,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2030,Battery storage,-64.95,364.5,0.0
nlv2b_lc_C3_LSFO500_futbrent,2030,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2030,Geothermal (EGS),302.6,37.1,0.0
nlv2b_lc_C3_LSFO500_futbrent,2030,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2030,Onshore wind,289.93,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2030,Oil,4259.57,1706.1,2346543.0
nlv2b_lc_C3_LSFO500_futbrent,2030,Utility solar,1864.43,736.6,0.0
nlv2b_lc_C3_LSFO500_futbrent,2030,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2035,Battery storage,-134.82,564.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2035,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2035,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2035,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2035,Onshore wind,278.98,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2035,Oil,2739.61,1550.1,1500488.0
nlv2b_lc_C3_LSFO500_futbrent,2035,Utility solar,3232.15,1338.1,0.0
nlv2b_lc_C3_LSFO500_futbrent,2035,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2040,Battery storage,-181.38,592.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2040,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2040,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2040,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2040,Onshore wind,265.48,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2040,Oil,2486.18,1380.8,1367278.0
nlv2b_lc_C3_LSFO500_futbrent,2040,Utility solar,4344.34,1952.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2040,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2045,Battery storage,-363.07,1302.8,0.0
nlv2b_lc_C3_LSFO500_futbrent,2045,Distributed solar (modeled),0.0,391.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2045,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2045,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2045,Onshore wind,438.14,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2045,Oil,484.15,1348.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2045,Utility solar,7039.04,3349.3,0.0
nlv2b_lc_C3_LSFO500_futbrent,2045,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2050,Battery storage,-396.58,1419.3,0.0
nlv2b_lc_C3_LSFO500_futbrent,2050,Distributed solar (modeled),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2050,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2050,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2050,Onshore wind,484.51,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2050,Oil,423.6,1042.4,0.0
nlv2b_lc_C3_LSFO500_futbrent,2050,Utility solar,7856.05,3809.1,0.0
nlv2b_lc_C3_LSFO500_futbrent,2050,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent,2027,Distributed solar (netted),1228.59,769.8,0
nlv2b_lc_C3_LSFO500_futbrent,2030,Distributed solar (netted),1289.24,807.8,0
nlv2b_lc_C3_LSFO500_futbrent,2035,Distributed solar (netted),1337.76,838.2,0
nlv2b_lc_C3_LSFO500_futbrent,2040,Distributed solar (netted),1386.28,868.6,0
nlv2b_lc_C3_LSFO500_futbrent,2045,Distributed solar (netted),1428.74,895.2,0
nlv2b_lc_C3_LSFO500_futbrent,2050,Distributed solar (netted),1471.2,921.8,0
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,Battery storage,-57.88,374.5,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,Onshore wind,290.08,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,Oil,4376.62,1361.7,3214924.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,Utility solar,1892.61,748.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,Battery storage,-77.47,395.6,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,Onshore wind,278.99,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,Oil,4266.57,1706.1,2357405.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,Utility solar,2183.49,873.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,Battery storage,-63.65,391.6,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,Onshore wind,262.83,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,Oil,4117.18,1550.1,2302035.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,Utility solar,2615.11,1129.9,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,Battery storage,-291.19,977.5,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,Onshore wind,254.67,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,Oil,2416.92,1380.8,1325067.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,Utility solar,5009.89,2331.3,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,Battery storage,-449.66,1603.6,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,Distributed solar (modeled),0.0,391.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,Onshore wind,410.8,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,Oil,395.63,1348.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,Utility solar,7776.19,4012.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,Battery storage,-486.54,1745.3,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,Distributed solar (modeled),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,Onshore wind,452.76,150.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,Oil,354.17,1042.4,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,Utility solar,8612.7,4436.2,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,Distributed solar (netted),1228.59,769.8,0
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,Distributed solar (netted),1289.24,807.8,0
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,Distributed solar (netted),1337.76,838.2,0
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,Distributed solar (netted),1386.28,868.6,0
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,Distributed solar (netted),1428.74,895.2,0
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,Distributed solar (netted),1471.2,921.8,0
nlv2b_lc_C3_LSFO500_highbrent,2027,Battery storage,-63.42,400.9,0.0
nlv2b_lc_C3_LSFO500_highbrent,2027,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2027,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2027,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2027,Onshore wind,271.42,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2027,Oil,3464.34,1361.7,2522694.0
nlv2b_lc_C3_LSFO500_highbrent,2027,Utility solar,2013.54,832.4,0.0
nlv2b_lc_C3_LSFO500_highbrent,2027,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2030,Battery storage,-70.92,442.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2030,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2030,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2030,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2030,Onshore wind,276.07,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2030,Oil,3359.0,1706.1,1968375.0
nlv2b_lc_C3_LSFO500_highbrent,2030,Utility solar,2271.87,958.8,0.0
nlv2b_lc_C3_LSFO500_highbrent,2030,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2035,Battery storage,-281.07,1117.3,0.0
nlv2b_lc_C3_LSFO500_highbrent,2035,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2035,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2035,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2035,Onshore wind,264.31,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2035,Oil,1275.89,1550.1,765820.0
nlv2b_lc_C3_LSFO500_highbrent,2035,Utility solar,4856.79,2235.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2035,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2040,Battery storage,-259.14,899.1,0.0
nlv2b_lc_C3_LSFO500_highbrent,2040,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2040,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2040,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2040,Onshore wind,274.86,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2040,Oil,1628.17,1380.8,970775.0
nlv2b_lc_C3_LSFO500_highbrent,2040,Utility solar,5308.63,2389.2,0.0
nlv2b_lc_C3_LSFO500_highbrent,2040,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2045,Battery storage,-401.02,1360.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2045,Distributed solar (modeled),0.0,391.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2045,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2045,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2045,Onshore wind,432.96,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2045,Oil,179.49,1348.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2045,Utility solar,7531.14,3755.4,0.0
nlv2b_lc_C3_LSFO500_highbrent,2045,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2050,Battery storage,-429.18,1460.4,0.0
nlv2b_lc_C3_LSFO500_highbrent,2050,Distributed solar (modeled),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2050,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2050,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2050,Onshore wind,483.33,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2050,Oil,172.32,1042.4,0.0
nlv2b_lc_C3_LSFO500_highbrent,2050,Utility solar,8279.63,4131.7,0.0
nlv2b_lc_C3_LSFO500_highbrent,2050,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent,2027,Distributed solar (netted),1228.59,769.8,0
nlv2b_lc_C3_LSFO500_highbrent,2030,Distributed solar (netted),1289.24,807.8,0
nlv2b_lc_C3_LSFO500_highbrent,2035,Distributed solar (netted),1337.76,838.2,0
nlv2b_lc_C3_LSFO500_highbrent,2040,Distributed solar (netted),1386.28,868.6,0
nlv2b_lc_C3_LSFO500_highbrent,2045,Distributed solar (netted),1428.74,895.2,0
nlv2b_lc_C3_LSFO500_highbrent,2050,Distributed solar (netted),1471.2,921.8,0
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,Battery storage,-59.03,430.3,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,Onshore wind,280.79,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,Oil,3538.03,1361.7,2581659.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,Utility solar,1926.09,788.3,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,Battery storage,-69.14,519.1,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,Onshore wind,279.08,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,Oil,3352.37,1706.1,1961221.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,Utility solar,2273.71,947.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,Battery storage,-284.08,1105.1,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,Onshore wind,242.44,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,Oil,1247.81,1550.1,749104.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,Utility solar,4909.76,2321.7,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,Battery storage,-322.21,1154.4,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,Onshore wind,258.88,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,Oil,1272.92,1380.8,763396.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,Utility solar,5365.14,2642.2,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,Battery storage,-410.25,1415.5,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,Distributed solar (modeled),0.0,391.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,Onshore wind,429.3,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,Oil,166.26,1348.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,Utility solar,7404.86,3742.3,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,Battery storage,-439.56,1518.2,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,Distributed solar (modeled),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,Onshore wind,480.82,150.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,Oil,177.74,1042.4,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,Utility solar,8140.47,4131.4,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,Distributed solar (netted),1228.59,769.8,0
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,Distributed solar (netted),1289.24,807.8,0
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,Distributed solar (netted),1337.76,838.2,0
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,Distributed solar (netted),1386.28,868.6,0
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,Distributed solar (netted),1428.74,895.2,0
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,Distributed solar (netted),1471.2,921.8,0
nlv2b_lc_C3_LSFO500_lowbrent,2027,Battery storage,-49.17,364.5,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2027,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2027,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2027,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2027,Onshore wind,290.41,150.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2027,Oil,4855.06,1361.7,3316703.0
nlv2b_lc_C3_LSFO500_lowbrent,2027,Utility solar,1405.13,557.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2027,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2030,Battery storage,-47.65,364.5,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2030,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2030,Geothermal (EGS),379.75,46.6,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2030,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2030,Onshore wind,289.54,150.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2030,Oil,4249.27,1706.1,2379491.0
nlv2b_lc_C3_LSFO500_lowbrent,2030,Utility solar,1780.67,702.7,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2030,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2035,Battery storage,-39.91,344.6,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2035,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2035,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2035,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2035,Onshore wind,289.01,150.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2035,Oil,4089.69,1550.1,2318357.0
nlv2b_lc_C3_LSFO500_lowbrent,2035,Utility solar,1777.14,702.7,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2035,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2040,Battery storage,-178.55,584.6,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2040,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2040,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2040,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2040,Onshore wind,269.03,150.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2040,Oil,2504.25,1380.8,1385612.0
nlv2b_lc_C3_LSFO500_lowbrent,2040,Utility solar,4351.88,1940.1,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2040,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2045,Battery storage,-364.19,1302.1,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2045,Distributed solar (modeled),0.0,391.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2045,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2045,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2045,Onshore wind,432.42,150.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2045,Oil,488.27,1348.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2045,Utility solar,7050.89,3331.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2045,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2050,Battery storage,-391.61,1383.2,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2050,Distributed solar (modeled),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2050,Geothermal (EGS),815.56,100.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2050,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2050,Onshore wind,472.96,150.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2050,Oil,477.71,1042.4,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2050,Utility solar,7819.75,3761.7,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2050,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent,2027,Distributed solar (netted),1228.59,769.8,0
nlv2b_lc_C3_LSFO500_lowbrent,2030,Distributed solar (netted),1289.24,807.8,0
nlv2b_lc_C3_LSFO500_lowbrent,2035,Distributed solar (netted),1337.76,838.2,0
nlv2b_lc_C3_LSFO500_lowbrent,2040,Distributed solar (netted),1386.28,868.6,0
nlv2b_lc_C3_LSFO500_lowbrent,2045,Distributed solar (netted),1428.74,895.2,0
nlv2b_lc_C3_LSFO500_lowbrent,2050,Distributed solar (netted),1471.2,921.8,0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2027,Battery storage,-48.67,364.5,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2027,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2027,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2027,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2027,Onshore wind,290.23,150.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2027,Oil,4847.52,1361.7,3298955.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2027,Utility solar,1412.35,559.8,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2027,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2030,Battery storage,-59.24,364.5,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2030,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2030,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2030,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2030,Onshore wind,282.1,150.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2030,Oil,4251.45,1706.1,2404946.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2030,Utility solar,2177.27,871.7,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2030,Waste-to-energy,374.93,86.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2035,Battery storage,-60.14,334.6,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2035,Distributed solar (modeled),0.0,674.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2035,Geothermal (EGS),0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2035,Offshore wind,0.0,0.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2035,Onshore wind,277.12,150.0,0.0
nlv2b_lc_C3_LSFO500_lowbrent_adv,2035,Oil,4419.93,1550.1,2525077.0
