scenario,day,hour,series,mw
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,12,Battery charging (net),-288.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,12,Curtailed solar & wind,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,12,EV charging,-106.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,12,Hydrogen production,-0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,12,Demand,591.5
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Geothermal,93.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Waste-to-energy,42.8
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Thermal (oil/LNG),464.6
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Wind,8.5
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Utility solar,228.9
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Rooftop solar,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Battery discharge (net),0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Battery charging (net),-89.9
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Curtailed solar & wind,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,EV charging,-155.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Hydrogen production,-0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,14,Demand,593.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Geothermal,93.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Waste-to-energy,42.8
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Thermal (oil/LNG),603.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Wind,15.5
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Utility solar,191.9
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Rooftop solar,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Battery discharge (net),0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Battery charging (net),-41.6
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Curtailed solar & wind,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,EV charging,-30.7
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Hydrogen production,-0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,16,Demand,874.2
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Geothermal,93.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Waste-to-energy,42.8
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Thermal (oil/LNG),603.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Wind,30.6
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Utility solar,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Rooftop solar,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Battery discharge (net),319.9
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Battery charging (net),0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Curtailed solar & wind,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,EV charging,-49.4
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Hydrogen production,-0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,18,Demand,1040.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Geothermal,93.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Waste-to-energy,42.8
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Thermal (oil/LNG),603.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Wind,37.5
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Utility solar,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Rooftop solar,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Battery discharge (net),105.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Battery charging (net),0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Curtailed solar & wind,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,EV charging,-45.8
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Hydrogen production,-0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,20,Demand,835.6
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Geothermal,93.1
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Waste-to-energy,42.8
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Thermal (oil/LNG),575.4
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Wind,3.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Utility solar,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Rooftop solar,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Battery discharge (net),0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Battery charging (net),0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Curtailed solar & wind,0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,EV charging,-11.5
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Hydrogen production,-0.0
nlv2b_wb_C6_LNG500_refbrent,2035-11-22,22,Demand,702.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Thermal (oil/LNG),113.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Wind,46.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Utility solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Battery discharge (net),407.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,EV charging,-8.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,0,Demand,693.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Thermal (oil/LNG),113.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Wind,42.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Utility solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Battery discharge (net),354.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,EV charging,-6.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,2,Demand,639.5
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Thermal (oil/LNG),113.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Wind,18.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Utility solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Battery discharge (net),448.5
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,EV charging,-6.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,4,Demand,709.5
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Thermal (oil/LNG),113.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Wind,27.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Utility solar,45.6
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Battery discharge (net),661.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,EV charging,-7.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,6,Demand,975.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Thermal (oil/LNG),103.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Wind,17.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Utility solar,1933.6
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Battery charging (net),-1063.6
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Curtailed solar & wind,6.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,EV charging,-215.6
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,8,Demand,911.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Thermal (oil/LNG),103.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Wind,29.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Utility solar,1390.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Battery charging (net),-721.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Curtailed solar & wind,251.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,EV charging,-67.5
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,10,Demand,870.9
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Thermal (oil/LNG),103.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Wind,19.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Utility solar,1377.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Battery charging (net),-881.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Curtailed solar & wind,466.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,EV charging,-23.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,12,Demand,731.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Thermal (oil/LNG),103.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Wind,26.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Utility solar,1596.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Battery charging (net),-1019.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Curtailed solar & wind,330.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,EV charging,-28.5
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,14,Demand,813.6
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Thermal (oil/LNG),103.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Wind,34.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Utility solar,1591.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Battery charging (net),-785.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,EV charging,-30.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,16,Demand,1048.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Thermal (oil/LNG),113.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Wind,43.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Utility solar,148.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Battery discharge (net),769.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,EV charging,-49.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,18,Demand,1160.9
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Thermal (oil/LNG),113.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Wind,29.6
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Utility solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Battery discharge (net),833.6
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,EV charging,-45.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,20,Demand,1066.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Thermal (oil/LNG),113.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Wind,28.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Utility solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Battery discharge (net),548.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,EV charging,-11.5
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-08-18,22,Demand,814.9
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Thermal (oil/LNG),499.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Wind,16.9
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Utility solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,EV charging,-10.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,0,Demand,642.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Thermal (oil/LNG),499.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Wind,1.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Utility solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,EV charging,-69.6
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,2,Demand,567.9
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Thermal (oil/LNG),480.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Utility solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,EV charging,-23.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,4,Demand,593.6
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Thermal (oil/LNG),611.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Wind,1.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Utility solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,EV charging,-7.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,6,Demand,741.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Thermal (oil/LNG),606.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Wind,7.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Utility solar,65.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,EV charging,-11.9
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,8,Demand,803.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Thermal (oil/LNG),364.9
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Wind,3.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Utility solar,213.7
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Battery charging (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,EV charging,-36.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,10,Demand,681.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Thermal (oil/LNG),357.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Wind,3.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Utility solar,409.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Battery charging (net),-182.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,EV charging,-131.9
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Hydrogen production,-0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,12,Demand,591.5
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Geothermal,93.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Waste-to-energy,42.8
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Thermal (oil/LNG),357.2
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Wind,8.5
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Utility solar,410.1
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Rooftop solar,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Battery discharge (net),0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Battery charging (net),-245.3
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Curtailed solar & wind,0.0
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,EV charging,-73.4
nlv2b_wr_C4_NOTHERMAL_refbrent,2035-11-22,14,Hydrogen production,-0.0
