scenario,period,cost_real_musd_yr,demand_gwh_yr,cost_per_mwh
nlv2b_egs_ref_lng_forced_refbrent_j120,2050,1154.41,7391.2,156.19
nlv2b_egs_ref_lng_forced_refbrent_j120_adv,2027,1503.24,6776.1,221.85
nlv2b_egs_ref_lng_forced_refbrent_j120_adv,2030,1464.84,6856.2,213.65
nlv2b_egs_ref_lng_forced_refbrent_j120_adv,2035,1468.4,6940.2,211.58
nlv2b_egs_ref_lng_forced_refbrent_j120_adv,2040,1494.84,7080.0,211.13
nlv2b_egs_ref_lng_forced_refbrent_j120_adv,2045,1165.3,7218.2,161.44
nlv2b_egs_ref_lng_forced_refbrent_j120_adv,2050,1015.41,7391.2,137.38
nlv2b_egs_ref_no_lng_refbrent,2027,1465.51,6776.1,216.28
nlv2b_egs_ref_no_lng_refbrent,2030,1465.49,6856.2,213.75
nlv2b_egs_ref_no_lng_refbrent,2035,1392.35,6940.2,200.62
nlv2b_egs_ref_no_lng_refbrent,2040,1405.89,7080.0,198.57
nlv2b_egs_ref_no_lng_refbrent,2045,1285.4,7218.2,178.08
nlv2b_egs_ref_no_lng_refbrent,2050,1152.03,7391.2,155.87
nlv2b_egs_ref_no_lng_refbrent_adv,2027,1503.26,6776.1,221.85
nlv2b_egs_ref_no_lng_refbrent_adv,2030,1459.91,6856.2,212.93
nlv2b_egs_ref_no_lng_refbrent_adv,2035,1377.36,6940.2,198.46
nlv2b_egs_ref_no_lng_refbrent_adv,2040,1367.1,7080.0,193.09
nlv2b_egs_ref_no_lng_refbrent_adv,2045,1204.83,7218.2,166.92
nlv2b_egs_ref_no_lng_refbrent_adv,2050,1018.22,7391.2,137.76
nlv2b_lc_C1_LSFO250_futbrent,2027,1416.27,6776.1,209.01
nlv2b_lc_C1_LSFO250_futbrent,2030,1373.98,6856.2,200.4
nlv2b_lc_C1_LSFO250_futbrent,2035,1365.53,6940.2,196.76
nlv2b_lc_C1_LSFO250_futbrent,2040,1350.69,7080.0,190.77
nlv2b_lc_C1_LSFO250_futbrent,2045,1327.82,7218.2,183.95
nlv2b_lc_C1_LSFO250_futbrent,2050,1154.41,7391.2,156.19
nlv2b_lc_C1_LSFO250_futbrent_adv,2027,1435.3,6776.1,211.82
nlv2b_lc_C1_LSFO250_futbrent_adv,2030,1373.29,6856.2,200.3
nlv2b_lc_C1_LSFO250_futbrent_adv,2035,1322.15,6940.2,190.51
nlv2b_lc_C1_LSFO250_futbrent_adv,2040,1308.44,7080.0,184.81
nlv2b_lc_C1_LSFO250_futbrent_adv,2045,1221.7,7218.2,169.25
nlv2b_lc_C1_LSFO250_futbrent_adv,2050,1017.69,7391.2,137.69
nlv2b_lc_C1_LSFO250_highbrent,2027,1572.8,6776.1,232.11
nlv2b_lc_C1_LSFO250_highbrent,2030,1604.59,6856.2,234.03
nlv2b_lc_C1_LSFO250_highbrent,2035,1572.22,6940.2,226.54
nlv2b_lc_C1_LSFO250_highbrent,2040,1581.68,7080.0,223.4
nlv2b_lc_C1_LSFO250_highbrent,2045,1378.09,7218.2,190.92
nlv2b_lc_C1_LSFO250_highbrent,2050,1205.43,7391.2,163.09
nlv2b_lc_C1_LSFO250_highbrent_adv,2027,1593.5,6776.1,235.17
nlv2b_lc_C1_LSFO250_highbrent_adv,2030,1607.52,6856.2,234.46
nlv2b_lc_C1_LSFO250_highbrent_adv,2035,1557.94,6940.2,224.48
nlv2b_lc_C1_LSFO250_highbrent_adv,2040,1546.68,7080.0,218.46
nlv2b_lc_C1_LSFO250_highbrent_adv,2045,1294.03,7218.2,179.27
nlv2b_lc_C1_LSFO250_highbrent_adv,2050,1073.37,7391.2,145.22
nlv2b_lc_C1_LSFO250_lowbrent,2027,1250.06,6776.1,184.48
nlv2b_lc_C1_LSFO250_lowbrent,2030,1118.44,6856.2,163.13
nlv2b_lc_C1_LSFO250_lowbrent,2035,1080.46,6940.2,155.68
nlv2b_lc_C1_LSFO250_lowbrent,2040,1220.9,7080.0,172.44
nlv2b_lc_C1_LSFO250_lowbrent,2045,1334.09,7218.2,184.82
nlv2b_lc_C1_LSFO250_lowbrent,2050,1158.78,7391.2,156.78
nlv2b_lc_C1_LSFO250_lowbrent_adv,2027,1244.85,6776.1,183.71
nlv2b_lc_C1_LSFO250_lowbrent_adv,2030,1100.5,6856.2,160.51
nlv2b_lc_C1_LSFO250_lowbrent_adv,2035,1049.71,6940.2,151.25
nlv2b_lc_C1_LSFO250_lowbrent_adv,2040,1154.7,7080.0,163.09
nlv2b_lc_C1_LSFO250_lowbrent_adv,2045,1198.03,7218.2,165.97
nlv2b_lc_C1_LSFO250_lowbrent_adv,2050,1011.42,7391.2,136.84
nlv2b_lc_C1_LSFO250_refbrent,2027,1495.54,6776.1,220.71
nlv2b_lc_C1_LSFO250_refbrent,2030,1488.12,6856.2,217.05
nlv2b_lc_C1_LSFO250_refbrent,2035,1462.43,6940.2,210.72
nlv2b_lc_C1_LSFO250_refbrent,2040,1461.59,7080.0,206.44
nlv2b_lc_C1_LSFO250_refbrent,2045,1345.55,7218.2,186.41
nlv2b_lc_C1_LSFO250_refbrent,2050,1173.93,7391.2,158.83
nlv2b_lc_C1_LSFO250_refbrent_adv,2027,1533.64,6776.1,226.33
nlv2b_lc_C1_LSFO250_refbrent_adv,2030,1498.79,6856.2,218.6
nlv2b_lc_C1_LSFO250_refbrent_adv,2035,1442.51,6940.2,207.85
nlv2b_lc_C1_LSFO250_refbrent_adv,2040,1440.21,7080.0,203.42
nlv2b_lc_C1_LSFO250_refbrent_adv,2045,1252.34,7218.2,173.5
nlv2b_lc_C1_LSFO250_refbrent_adv,2050,1029.0,7391.2,139.22
nlv2b_lc_C2_LSFO375_futbrent,2027,1421.12,6776.1,209.73
nlv2b_lc_C2_LSFO375_futbrent,2030,1386.54,6856.2,202.23
nlv2b_lc_C2_LSFO375_futbrent,2035,1379.29,6940.2,198.74
nlv2b_lc_C2_LSFO375_futbrent,2040,1382.61,7080.0,195.28
nlv2b_lc_C2_LSFO375_futbrent,2045,1364.03,7218.2,188.97
nlv2b_lc_C2_LSFO375_futbrent,2050,1187.31,7391.2,160.64
nlv2b_lc_C2_LSFO375_futbrent_adv,2027,1435.42,6776.1,211.84
nlv2b_lc_C2_LSFO375_futbrent_adv,2030,1377.65,6856.2,200.93
nlv2b_lc_C2_LSFO375_futbrent_adv,2035,1338.25,6940.2,192.83
nlv2b_lc_C2_LSFO375_futbrent_adv,2040,1331.26,7080.0,188.03
nlv2b_lc_C2_LSFO375_futbrent_adv,2045,1244.17,7218.2,172.36
nlv2b_lc_C2_LSFO375_futbrent_adv,2050,1053.07,7391.2,142.48
nlv2b_lc_C2_LSFO375_highbrent,2027,1571.94,6776.1,231.98
nlv2b_lc_C2_LSFO375_highbrent,2030,1635.26,6856.2,238.51
nlv2b_lc_C2_LSFO375_highbrent,2035,1596.82,6940.2,230.08
nlv2b_lc_C2_LSFO375_highbrent,2040,1606.3,7080.0,226.88
nlv2b_lc_C2_LSFO375_highbrent,2045,1401.02,7218.2,194.1
nlv2b_lc_C2_LSFO375_highbrent,2050,1228.65,7391.2,166.23
nlv2b_lc_C2_LSFO375_highbrent_adv,2027,1596.06,6776.1,235.54
nlv2b_lc_C2_LSFO375_highbrent_adv,2030,1648.27,6856.2,240.4
nlv2b_lc_C2_LSFO375_highbrent_adv,2035,1578.67,6940.2,227.47
nlv2b_lc_C2_LSFO375_highbrent_adv,2040,1566.67,7080.0,221.28
nlv2b_lc_C2_LSFO375_highbrent_adv,2045,1323.45,7218.2,183.35
nlv2b_lc_C2_LSFO375_highbrent_adv,2050,1091.03,7391.2,147.61
nlv2b_lc_C2_LSFO375_lowbrent,2027,1250.5,6776.1,184.55
nlv2b_lc_C2_LSFO375_lowbrent,2030,1136.13,6856.2,165.71
nlv2b_lc_C2_LSFO375_lowbrent,2035,1107.03,6940.2,159.51
nlv2b_lc_C2_LSFO375_lowbrent,2040,1251.88,7080.0,176.82
nlv2b_lc_C2_LSFO375_lowbrent,2045,1364.81,7218.2,189.08
nlv2b_lc_C2_LSFO375_lowbrent,2050,1188.17,7391.2,160.76
nlv2b_lc_C2_LSFO375_lowbrent_adv,2027,1245.48,6776.1,183.81
nlv2b_lc_C2_LSFO375_lowbrent_adv,2030,1119.53,6856.2,163.29
nlv2b_lc_C2_LSFO375_lowbrent_adv,2035,1070.13,6940.2,154.19
nlv2b_lc_C2_LSFO375_lowbrent_adv,2040,1185.08,7080.0,167.38
nlv2b_lc_C2_LSFO375_lowbrent_adv,2045,1226.38,7218.2,169.9
nlv2b_lc_C2_LSFO375_lowbrent_adv,2050,1039.35,7391.2,140.62
nlv2b_lc_C2_LSFO375_refbrent,2027,1496.23,6776.1,220.81
nlv2b_lc_C2_LSFO375_refbrent,2030,1494.54,6856.2,217.98
nlv2b_lc_C2_LSFO375_refbrent,2035,1491.36,6940.2,214.89
nlv2b_lc_C2_LSFO375_refbrent,2040,1488.96,7080.0,210.31
nlv2b_lc_C2_LSFO375_refbrent,2045,1375.48,7218.2,190.56
nlv2b_lc_C2_LSFO375_refbrent,2050,1202.65,7391.2,162.71
nlv2b_lc_C2_LSFO375_refbrent_adv,2027,1532.96,6776.1,226.23
nlv2b_lc_C2_LSFO375_refbrent_adv,2030,1511.34,6856.2,220.43
nlv2b_lc_C2_LSFO375_refbrent_adv,2035,1466.99,6940.2,211.37
nlv2b_lc_C2_LSFO375_refbrent_adv,2040,1459.1,7080.0,206.09
nlv2b_lc_C2_LSFO375_refbrent_adv,2045,1276.47,7218.2,176.84
nlv2b_lc_C2_LSFO375_refbrent_adv,2050,1055.38,7391.2,142.79
nlv2b_lc_C3_LSFO500_futbrent,2027,1430.91,6776.1,211.17
nlv2b_lc_C3_LSFO500_futbrent,2030,1407.56,6856.2,205.3
nlv2b_lc_C3_LSFO500_futbrent,2035,1396.86,6940.2,201.27
nlv2b_lc_C3_LSFO500_futbrent,2040,1414.63,7080.0,199.81
nlv2b_lc_C3_LSFO500_futbrent,2045,1395.65,7218.2,193.35
nlv2b_lc_C3_LSFO500_futbrent,2050,1218.95,7391.2,164.92
nlv2b_lc_C3_LSFO500_futbrent_adv,2027,1435.04,6776.1,211.78
nlv2b_lc_C3_LSFO500_futbrent_adv,2030,1393.51,6856.2,203.25
nlv2b_lc_C3_LSFO500_futbrent_adv,2035,1355.78,6940.2,195.35
nlv2b_lc_C3_LSFO500_futbrent_adv,2040,1361.06,7080.0,192.24
nlv2b_lc_C3_LSFO500_futbrent_adv,2045,1273.01,7218.2,176.36
nlv2b_lc_C3_LSFO500_futbrent_adv,2050,1086.07,7391.2,146.94
nlv2b_lc_C3_LSFO500_highbrent,2027,1572.15,6776.1,232.02
nlv2b_lc_C3_LSFO500_highbrent,2030,1672.33,6856.2,243.91
nlv2b_lc_C3_LSFO500_highbrent,2035,1622.52,6940.2,233.79
nlv2b_lc_C3_LSFO500_highbrent,2040,1631.1,7080.0,230.38
nlv2b_lc_C3_LSFO500_highbrent,2045,1426.39,7218.2,197.61
nlv2b_lc_C3_LSFO500_highbrent,2050,1253.06,7391.2,169.53
nlv2b_lc_C3_LSFO500_highbrent_adv,2027,1601.2,6776.1,236.3
nlv2b_lc_C3_LSFO500_highbrent_adv,2030,1687.62,6856.2,246.14
nlv2b_lc_C3_LSFO500_highbrent_adv,2035,1602.13,6940.2,230.85
nlv2b_lc_C3_LSFO500_highbrent_adv,2040,1589.91,7080.0,224.56
nlv2b_lc_C3_LSFO500_highbrent_adv,2045,1352.1,7218.2,187.32
nlv2b_lc_C3_LSFO500_highbrent_adv,2050,1112.27,7391.2,150.49
nlv2b_lc_C3_LSFO500_lowbrent,2027,1250.27,6776.1,184.51
nlv2b_lc_C3_LSFO500_lowbrent,2030,1163.5,6856.2,169.7
nlv2b_lc_C3_LSFO500_lowbrent,2035,1136.16,6940.2,163.71
nlv2b_lc_C3_LSFO500_lowbrent,2040,1282.77,7080.0,181.18
nlv2b_lc_C3_LSFO500_lowbrent,2045,1395.7,7218.2,193.36
nlv2b_lc_C3_LSFO500_lowbrent,2050,1219.2,7391.2,164.95
nlv2b_lc_C3_LSFO500_lowbrent_adv,2027,1245.14,6776.1,183.76
nlv2b_lc_C3_LSFO500_lowbrent_adv,2030,1146.23,6856.2,167.18
nlv2b_lc_C3_LSFO500_lowbrent_adv,2035,1096.72,6940.2,158.02
nlv2b_lc_C3_LSFO500_lowbrent_adv,2040,1216.19,7080.0,171.78
nlv2b_lc_C3_LSFO500_lowbrent_adv,2045,1255.87,7218.2,173.99
nlv2b_lc_C3_LSFO500_lowbrent_adv,2050,1069.55,7391.2,144.71
nlv2b_lc_C3_LSFO500_refbrent,2027,1495.76,6776.1,220.74
nlv2b_lc_C3_LSFO500_refbrent,2030,1515.43,6856.2,221.03
nlv2b_lc_C3_LSFO500_refbrent,2035,1519.26,6940.2,218.91
nlv2b_lc_C3_LSFO500_refbrent,2040,1519.54,7080.0,214.62
nlv2b_lc_C3_LSFO500_refbrent,2045,1406.27,7218.2,194.82
nlv2b_lc_C3_LSFO500_refbrent,2050,1233.49,7391.2,166.89
nlv2b_lc_C3_LSFO500_refbrent_adv,2027,1535.03,6776.1,226.54
nlv2b_lc_C3_LSFO500_refbrent_adv,2030,1524.63,6856.2,222.37
nlv2b_lc_C3_LSFO500_refbrent_adv,2035,1496.4,6940.2,215.61
nlv2b_lc_C3_LSFO500_refbrent_adv,2040,1483.57,7080.0,209.54
nlv2b_lc_C3_LSFO500_refbrent_adv,2045,1303.85,7218.2,180.63
nlv2b_lc_C3_LSFO500_refbrent_adv,2050,1087.4,7391.2,147.12
nlv2b_lc_C4_NOTHERMAL_futbrent,2027,1414.84,6776.1,208.8
nlv2b_lc_C4_NOTHERMAL_futbrent,2030,1369.68,6856.2,199.77
nlv2b_lc_C4_NOTHERMAL_futbrent,2035,1333.79,6940.2,192.18
nlv2b_lc_C4_NOTHERMAL_futbrent,2040,1320.99,7080.0,186.58
nlv2b_lc_C4_NOTHERMAL_futbrent,2045,1276.22,7218.2,176.81
nlv2b_lc_C4_NOTHERMAL_futbrent,2050,1107.1,7391.2,149.79
nlv2b_lc_C4_NOTHERMAL_futbrent_adv,2027,1436.59,6776.1,212.01
nlv2b_lc_C4_NOTHERMAL_futbrent_adv,2030,1375.55,6856.2,200.63
nlv2b_lc_C4_NOTHERMAL_futbrent_adv,2035,1305.08,6940.2,188.05
nlv2b_lc_C4_NOTHERMAL_futbrent_adv,2040,1286.64,7080.0,181.73
nlv2b_lc_C4_NOTHERMAL_futbrent_adv,2045,1176.22,7218.2,162.95
nlv2b_lc_C4_NOTHERMAL_futbrent_adv,2050,965.62,7391.2,130.65
nlv2b_lc_C4_NOTHERMAL_highbrent,2027,1573.01,6776.1,232.14
nlv2b_lc_C4_NOTHERMAL_highbrent,2030,1545.85,6856.2,225.47
nlv2b_lc_C4_NOTHERMAL_highbrent,2035,1539.08,6940.2,221.76
nlv2b_lc_C4_NOTHERMAL_highbrent,2040,1548.02,7080.0,218.65
nlv2b_lc_C4_NOTHERMAL_highbrent,2045,1347.7,7218.2,186.71
nlv2b_lc_C4_NOTHERMAL_highbrent,2050,1177.85,7391.2,159.36
nlv2b_lc_C4_NOTHERMAL_highbrent_adv,2027,1590.39,6776.1,234.71
nlv2b_lc_C4_NOTHERMAL_highbrent_adv,2030,1546.02,6856.2,225.49
nlv2b_lc_C4_NOTHERMAL_highbrent_adv,2035,1522.71,6940.2,219.4
nlv2b_lc_C4_NOTHERMAL_highbrent_adv,2040,1516.12,7080.0,214.14
nlv2b_lc_C4_NOTHERMAL_highbrent_adv,2045,1240.12,7218.2,171.8
nlv2b_lc_C4_NOTHERMAL_highbrent_adv,2050,1045.85,7391.2,141.5
nlv2b_lc_C4_NOTHERMAL_lowbrent,2027,1250.08,6776.1,184.49
nlv2b_lc_C4_NOTHERMAL_lowbrent,2030,1084.81,6856.2,158.22
nlv2b_lc_C4_NOTHERMAL_lowbrent,2035,1046.04,6940.2,150.72
nlv2b_lc_C4_NOTHERMAL_lowbrent,2040,1170.34,7080.0,165.3
nlv2b_lc_C4_NOTHERMAL_lowbrent,2045,1286.71,7218.2,178.26
nlv2b_lc_C4_NOTHERMAL_lowbrent,2050,1112.61,7391.2,150.53
nlv2b_lc_C4_NOTHERMAL_lowbrent_adv,2027,1245.03,6776.1,183.74
nlv2b_lc_C4_NOTHERMAL_lowbrent_adv,2030,1069.55,6856.2,156.0
nlv2b_lc_C4_NOTHERMAL_lowbrent_adv,2035,1015.5,6940.2,146.32
nlv2b_lc_C4_NOTHERMAL_lowbrent_adv,2040,1101.76,7080.0,155.62
nlv2b_lc_C4_NOTHERMAL_lowbrent_adv,2045,1145.61,7218.2,158.71
nlv2b_lc_C4_NOTHERMAL_lowbrent_adv,2050,970.66,7391.2,131.33
nlv2b_lc_C4_NOTHERMAL_refbrent,2027,1495.85,6776.1,220.75
nlv2b_lc_C4_NOTHERMAL_refbrent,2030,1497.2,6856.2,218.37
nlv2b_lc_C4_NOTHERMAL_refbrent,2035,1419.61,6940.2,204.55
nlv2b_lc_C4_NOTHERMAL_refbrent,2040,1432.53,7080.0,202.33
nlv2b_lc_C4_NOTHERMAL_refbrent,2045,1295.53,7218.2,179.48
nlv2b_lc_C4_NOTHERMAL_refbrent,2050,1127.43,7391.2,152.54
nlv2b_lc_C4_NOTHERMAL_refbrent_adv,2027,1533.39,6776.1,226.3
nlv2b_lc_C4_NOTHERMAL_refbrent_adv,2030,1491.55,6856.2,217.55
nlv2b_lc_C4_NOTHERMAL_refbrent_adv,2035,1406.14,6940.2,202.61
nlv2b_lc_C4_NOTHERMAL_refbrent_adv,2040,1399.24,7080.0,197.63
nlv2b_lc_C4_NOTHERMAL_refbrent_adv,2045,1218.3,7218.2,168.78
nlv2b_lc_C4_NOTHERMAL_refbrent_adv,2050,993.64,7391.2,134.44
nlv2b_lc_C5_LNG375_futbrent,2027,1433.75,6776.1,211.59
nlv2b_lc_C5_LNG375_futbrent,2030,1338.29,6856.2,195.19
nlv2b_lc_C5_LNG375_futbrent,2035,1327.17,6940.2,191.23
nlv2b_lc_C5_LNG375_futbrent,2040,1401.89,7080.0,198.01
nlv2b_lc_C5_LNG375_futbrent,2045,1289.8,7218.2,178.69
nlv2b_lc_C5_LNG375_futbrent,2050,1117.55,7391.2,151.2
nlv2b_lc_C5_LNG375_futbrent_adv,2027,1436.54,6776.1,212.0
nlv2b_lc_C5_LNG375_futbrent_adv,2030,1334.25,6856.2,194.6
nlv2b_lc_C5_LNG375_futbrent_adv,2035,1313.37,6940.2,189.24
nlv2b_lc_C5_LNG375_futbrent_adv,2040,1347.37,7080.0,190.31
nlv2b_lc_C5_LNG375_futbrent_adv,2045,1159.61,7218.2,160.65
nlv2b_lc_C5_LNG375_futbrent_adv,2050,981.66,7391.2,132.82
nlv2b_lc_C5_LNG375_futbrent_j120,2027,1435.18,6776.1,211.8
nlv2b_lc_C5_LNG375_futbrent_j120,2030,1370.74,6856.2,199.93
nlv2b_lc_C5_LNG375_futbrent_j120,2035,1358.94,6940.2,195.81
nlv2b_lc_C5_LNG375_futbrent_j120,2040,1432.86,7080.0,202.38
nlv2b_lc_C5_LNG375_futbrent_j120,2045,1289.07,7218.2,178.59
nlv2b_lc_C5_LNG375_futbrent_j120,2050,1116.87,7391.2,151.11
nlv2b_lc_C5_LNG375_futbrent_j120_adv,2027,1437.21,6776.1,212.1
nlv2b_lc_C5_LNG375_futbrent_j120_adv,2030,1365.83,6856.2,199.21
nlv2b_lc_C5_LNG375_futbrent_j120_adv,2035,1344.4,6940.2,193.71
nlv2b_lc_C5_LNG375_futbrent_j120_adv,2040,1379.4,7080.0,194.83
nlv2b_lc_C5_LNG375_futbrent_j120_adv,2045,1160.14,7218.2,160.72
nlv2b_lc_C5_LNG375_futbrent_j120_adv,2050,981.33,7391.2,132.77
nlv2b_lc_C5_LNG375_highbrent,2027,1572.94,6776.1,232.13
nlv2b_lc_C5_LNG375_highbrent,2030,1612.1,6856.2,235.13
nlv2b_lc_C5_LNG375_highbrent,2035,1637.01,6940.2,235.87
nlv2b_lc_C5_LNG375_highbrent,2040,1634.9,7080.0,230.92
nlv2b_lc_C5_LNG375_highbrent,2045,1306.37,7218.2,180.98
nlv2b_lc_C5_LNG375_highbrent,2050,1136.45,7391.2,153.76
nlv2b_lc_C5_LNG375_highbrent_adv,2027,1606.53,6776.1,237.09
nlv2b_lc_C5_LNG375_highbrent_adv,2030,1617.36,6856.2,235.9
nlv2b_lc_C5_LNG375_highbrent_adv,2035,1630.18,6940.2,234.89
nlv2b_lc_C5_LNG375_highbrent_adv,2040,1621.58,7080.0,229.04
nlv2b_lc_C5_LNG375_highbrent_adv,2045,1211.78,7218.2,167.88
nlv2b_lc_C5_LNG375_highbrent_adv,2050,1001.17,7391.2,135.45
nlv2b_lc_C5_LNG375_highbrent_j120,2027,1571.9,6776.1,231.98
nlv2b_lc_C5_LNG375_highbrent_j120,2030,1643.68,6856.2,239.73
nlv2b_lc_C5_LNG375_highbrent_j120,2035,1668.88,6940.2,240.47
nlv2b_lc_C5_LNG375_highbrent_j120,2040,1667.29,7080.0,235.49
nlv2b_lc_C5_LNG375_highbrent_j120,2045,1306.01,7218.2,180.93
nlv2b_lc_C5_LNG375_highbrent_j120,2050,1136.3,7391.2,153.74
nlv2b_lc_C5_LNG375_highbrent_j120_adv,2027,1606.65,6776.1,237.11
nlv2b_lc_C5_LNG375_highbrent_j120_adv,2030,1647.79,6856.2,240.33
nlv2b_lc_C5_LNG375_highbrent_j120_adv,2035,1663.18,6940.2,239.64
nlv2b_lc_C5_LNG375_highbrent_j120_adv,2040,1652.79,7080.0,233.44
nlv2b_lc_C5_LNG375_highbrent_j120_adv,2045,1210.55,7218.2,167.71
nlv2b_lc_C5_LNG375_highbrent_j120_adv,2050,1002.88,7391.2,135.69
nlv2b_lc_C5_LNG375_lowbrent,2027,1250.32,6776.1,184.52
nlv2b_lc_C5_LNG375_lowbrent,2030,1165.29,6856.2,169.96
nlv2b_lc_C5_LNG375_lowbrent,2035,1135.39,6940.2,163.6
nlv2b_lc_C5_LNG375_lowbrent,2040,1299.08,7080.0,183.48
nlv2b_lc_C5_LNG375_lowbrent,2045,1284.99,7218.2,178.02
nlv2b_lc_C5_LNG375_lowbrent,2050,1109.51,7391.2,150.11
nlv2b_lc_C5_LNG375_lowbrent_adv,2027,1244.81,6776.1,183.71
nlv2b_lc_C5_LNG375_lowbrent_adv,2030,1144.76,6856.2,166.97
nlv2b_lc_C5_LNG375_lowbrent_adv,2035,1107.41,6940.2,159.56
nlv2b_lc_C5_LNG375_lowbrent_adv,2040,1241.03,7080.0,175.29
nlv2b_lc_C5_LNG375_lowbrent_adv,2045,1146.2,7218.2,158.79
nlv2b_lc_C5_LNG375_lowbrent_adv,2050,971.8,7391.2,131.48
nlv2b_lc_C5_LNG375_lowbrent_j120,2027,1250.73,6776.1,184.58
nlv2b_lc_C5_LNG375_lowbrent_j120,2030,1197.31,6856.2,174.63
nlv2b_lc_C5_LNG375_lowbrent_j120,2035,1166.15,6940.2,168.03
nlv2b_lc_C5_LNG375_lowbrent_j120,2040,1331.53,7080.0,188.07
nlv2b_lc_C5_LNG375_lowbrent_j120,2045,1285.01,7218.2,178.02
nlv2b_lc_C5_LNG375_lowbrent_j120,2050,1109.41,7391.2,150.1
nlv2b_lc_C5_LNG375_lowbrent_j120_adv,2027,1244.91,6776.1,183.72
nlv2b_lc_C5_LNG375_lowbrent_j120_adv,2030,1176.24,6856.2,171.56
nlv2b_lc_C5_LNG375_lowbrent_j120_adv,2035,1139.91,6940.2,164.25
nlv2b_lc_C5_LNG375_lowbrent_j120_adv,2040,1273.05,7080.0,179.81
nlv2b_lc_C5_LNG375_lowbrent_j120_adv,2045,1145.6,7218.2,158.71
nlv2b_lc_C5_LNG375_lowbrent_j120_adv,2050,968.85,7391.2,131.08
nlv2b_lc_C5_LNG375_refbrent,2027,1508.04,6776.1,222.55
nlv2b_lc_C5_LNG375_refbrent,2030,1455.6,6856.2,212.3
nlv2b_lc_C5_LNG375_refbrent,2035,1467.36,6940.2,211.43
nlv2b_lc_C5_LNG375_refbrent,2040,1500.13,7080.0,211.88
nlv2b_lc_C5_LNG375_refbrent,2045,1296.13,7218.2,179.56
nlv2b_lc_C5_LNG375_refbrent,2050,1126.84,7391.2,152.46
nlv2b_lc_C5_LNG375_refbrent_adv,2027,1536.71,6776.1,226.79
nlv2b_lc_C5_LNG375_refbrent_adv,2030,1464.14,6856.2,213.55
nlv2b_lc_C5_LNG375_refbrent_adv,2035,1444.3,6940.2,208.11
nlv2b_lc_C5_LNG375_refbrent_adv,2040,1455.41,7080.0,205.57
nlv2b_lc_C5_LNG375_refbrent_adv,2045,1176.9,7218.2,163.05
nlv2b_lc_C5_LNG375_refbrent_adv,2050,981.26,7391.2,132.76
nlv2b_lc_C5_LNG375_refbrent_j120,2027,1509.09,6776.1,222.71
nlv2b_lc_C5_LNG375_refbrent_j120,2030,1487.73,6856.2,216.99
nlv2b_lc_C5_LNG375_refbrent_j120,2035,1499.13,6940.2,216.01
nlv2b_lc_C5_LNG375_refbrent_j120,2040,1531.14,7080.0,216.26
nlv2b_lc_C5_LNG375_refbrent_j120,2045,1295.59,7218.2,179.49
nlv2b_lc_C5_LNG375_refbrent_j120,2050,1126.47,7391.2,152.41
nlv2b_lc_C5_LNG375_refbrent_j120_adv,2027,1533.82,6776.1,226.36
nlv2b_lc_C5_LNG375_refbrent_j120_adv,2030,1496.81,6856.2,218.31
nlv2b_lc_C5_LNG375_refbrent_j120_adv,2035,1476.4,6940.2,212.73
nlv2b_lc_C5_LNG375_refbrent_j120_adv,2040,1484.03,7080.0,209.61
nlv2b_lc_C5_LNG375_refbrent_j120_adv,2045,1178.91,7218.2,163.32
nlv2b_lc_C5_LNG375_refbrent_j120_adv,2050,983.42,7391.2,133.05
nlv2b_lc_C6_STATUSQUO_futbrent,2027,1430.34,6776.1,211.09
nlv2b_lc_C6_STATUSQUO_futbrent,2030,1435.08,6856.2,209.31
nlv2b_lc_C6_STATUSQUO_futbrent,2035,1424.53,6940.2,205.26
nlv2b_lc_C6_STATUSQUO_futbrent,2040,1544.42,7080.0,218.14
nlv2b_lc_C6_STATUSQUO_futbrent,2045,1393.42,7218.2,193.04
nlv2b_lc_C6_STATUSQUO_futbrent,2050,1218.41,7391.2,164.85
nlv2b_lc_C6_STATUSQUO_futbrent_adv,2027,1438.43,6776.1,212.28
nlv2b_lc_C6_STATUSQUO_futbrent_adv,2030,1423.15,6856.2,207.57
nlv2b_lc_C6_STATUSQUO_futbrent_adv,2035,1404.04,6940.2,202.31
nlv2b_lc_C6_STATUSQUO_futbrent_adv,2040,1480.85,7080.0,209.16
nlv2b_lc_C6_STATUSQUO_futbrent_adv,2045,1253.43,7218.2,173.65
nlv2b_lc_C6_STATUSQUO_futbrent_adv,2050,1069.47,7391.2,144.7
nlv2b_lc_C6_STATUSQUO_futbrent_j120,2027,1429.59,6776.1,210.98
nlv2b_lc_C6_STATUSQUO_futbrent_j120,2030,1474.77,6856.2,215.1
nlv2b_lc_C6_STATUSQUO_futbrent_j120,2035,1463.78,6940.2,210.91
nlv2b_lc_C6_STATUSQUO_futbrent_j120,2040,1583.42,7080.0,223.65
nlv2b_lc_C6_STATUSQUO_futbrent_j120,2045,1393.21,7218.2,193.01
nlv2b_lc_C6_STATUSQUO_futbrent_j120,2050,1217.97,7391.2,164.79
nlv2b_lc_C6_STATUSQUO_futbrent_j120_adv,2027,1437.0,6776.1,212.07
nlv2b_lc_C6_STATUSQUO_futbrent_j120_adv,2030,1462.36,6856.2,213.29
nlv2b_lc_C6_STATUSQUO_futbrent_j120_adv,2035,1443.06,6940.2,207.93
