scenario,period,cost_real_musd_yr,demand_gwh_yr,cost_per_mwh
nlv2s_egs_ref_lng_forced_refbrent_j120,2050,1079.49,6524.4,165.45
nlv2s_egs_ref_lng_forced_refbrent_j120_adv,2027,1500.22,6745.1,222.42
nlv2s_egs_ref_lng_forced_refbrent_j120_adv,2030,1451.35,6686.0,217.07
nlv2s_egs_ref_lng_forced_refbrent_j120_adv,2035,1447.05,6553.3,220.81
nlv2s_egs_ref_lng_forced_refbrent_j120_adv,2040,1466.72,6507.3,225.4
nlv2s_egs_ref_lng_forced_refbrent_j120_adv,2045,1112.59,6483.0,171.62
nlv2s_egs_ref_lng_forced_refbrent_j120_adv,2050,952.75,6524.4,146.03
nlv2s_egs_ref_no_lng_refbrent,2027,1461.59,6745.1,216.69
nlv2s_egs_ref_no_lng_refbrent,2030,1455.95,6686.0,217.76
nlv2s_egs_ref_no_lng_refbrent,2035,1362.65,6553.3,207.93
nlv2s_egs_ref_no_lng_refbrent,2040,1359.17,6507.3,208.87
nlv2s_egs_ref_no_lng_refbrent,2045,1218.74,6483.0,187.99
nlv2s_egs_ref_no_lng_refbrent,2050,1073.62,6524.4,164.55
nlv2s_egs_ref_no_lng_refbrent_adv,2027,1500.09,6745.1,222.4
nlv2s_egs_ref_no_lng_refbrent_adv,2030,1447.96,6686.0,216.57
nlv2s_egs_ref_no_lng_refbrent_adv,2035,1348.93,6553.3,205.84
nlv2s_egs_ref_no_lng_refbrent_adv,2040,1327.02,6507.3,203.93
nlv2s_egs_ref_no_lng_refbrent_adv,2045,1149.53,6483.0,177.31
nlv2s_egs_ref_no_lng_refbrent_adv,2050,954.27,6524.4,146.26
nlv2s_lc_C1_LSFO250_futbrent,2027,1412.74,6745.1,209.45
nlv2s_lc_C1_LSFO250_futbrent,2030,1359.89,6686.0,203.39
nlv2s_lc_C1_LSFO250_futbrent,2035,1342.9,6553.3,204.92
nlv2s_lc_C1_LSFO250_futbrent,2040,1318.12,6507.3,202.56
nlv2s_lc_C1_LSFO250_futbrent,2045,1271.23,6483.0,196.09
nlv2s_lc_C1_LSFO250_futbrent,2050,1087.7,6524.4,166.71
nlv2s_lc_C1_LSFO250_futbrent_adv,2027,1432.21,6745.1,212.33
nlv2s_lc_C1_LSFO250_futbrent_adv,2030,1359.04,6686.0,203.27
nlv2s_lc_C1_LSFO250_futbrent_adv,2035,1299.51,6553.3,198.3
nlv2s_lc_C1_LSFO250_futbrent_adv,2040,1279.27,6507.3,196.59
nlv2s_lc_C1_LSFO250_futbrent_adv,2045,1172.26,6483.0,180.82
nlv2s_lc_C1_LSFO250_futbrent_adv,2050,961.58,6524.4,147.38
nlv2s_lc_C1_LSFO250_highbrent,2027,1570.79,6745.1,232.88
nlv2s_lc_C1_LSFO250_highbrent,2030,1582.18,6686.0,236.64
nlv2s_lc_C1_LSFO250_highbrent,2035,1543.77,6553.3,235.57
nlv2s_lc_C1_LSFO250_highbrent,2040,1538.24,6507.3,236.39
nlv2s_lc_C1_LSFO250_highbrent,2045,1320.61,6483.0,203.7
nlv2s_lc_C1_LSFO250_highbrent,2050,1136.69,6524.4,174.22
nlv2s_lc_C1_LSFO250_highbrent_adv,2027,1590.39,6745.1,235.78
nlv2s_lc_C1_LSFO250_highbrent_adv,2030,1586.96,6686.0,237.36
nlv2s_lc_C1_LSFO250_highbrent_adv,2035,1531.21,6553.3,233.66
nlv2s_lc_C1_LSFO250_highbrent_adv,2040,1509.96,6507.3,232.04
nlv2s_lc_C1_LSFO250_highbrent_adv,2045,1242.88,6483.0,191.71
nlv2s_lc_C1_LSFO250_highbrent_adv,2050,1017.05,6524.4,155.88
nlv2s_lc_C1_LSFO250_lowbrent,2027,1247.51,6745.1,184.95
nlv2s_lc_C1_LSFO250_lowbrent,2030,1112.84,6686.0,166.44
nlv2s_lc_C1_LSFO250_lowbrent,2035,1064.41,6553.3,162.42
nlv2s_lc_C1_LSFO250_lowbrent,2040,1199.91,6507.3,184.39
nlv2s_lc_C1_LSFO250_lowbrent,2045,1278.05,6483.0,197.14
nlv2s_lc_C1_LSFO250_lowbrent,2050,1092.8,6524.4,167.49
nlv2s_lc_C1_LSFO250_lowbrent_adv,2027,1242.93,6745.1,184.27
nlv2s_lc_C1_LSFO250_lowbrent_adv,2030,1093.22,6686.0,163.51
nlv2s_lc_C1_LSFO250_lowbrent_adv,2035,1035.81,6553.3,158.06
nlv2s_lc_C1_LSFO250_lowbrent_adv,2040,1135.83,6507.3,174.55
nlv2s_lc_C1_LSFO250_lowbrent_adv,2045,1150.79,6483.0,177.51
nlv2s_lc_C1_LSFO250_lowbrent_adv,2050,956.74,6524.4,146.64
nlv2s_lc_C1_LSFO250_refbrent,2027,1493.09,6745.1,221.36
nlv2s_lc_C1_LSFO250_refbrent,2030,1474.65,6686.0,220.56
nlv2s_lc_C1_LSFO250_refbrent,2035,1433.29,6553.3,218.71
nlv2s_lc_C1_LSFO250_refbrent,2040,1420.94,6507.3,218.36
nlv2s_lc_C1_LSFO250_refbrent,2045,1286.7,6483.0,198.47
nlv2s_lc_C1_LSFO250_refbrent,2050,1103.74,6524.4,169.17
nlv2s_lc_C1_LSFO250_refbrent_adv,2027,1530.5,6745.1,226.9
nlv2s_lc_C1_LSFO250_refbrent_adv,2030,1484.98,6686.0,222.1
nlv2s_lc_C1_LSFO250_refbrent_adv,2035,1416.53,6553.3,216.16
nlv2s_lc_C1_LSFO250_refbrent_adv,2040,1402.48,6507.3,215.52
nlv2s_lc_C1_LSFO250_refbrent_adv,2045,1200.1,6483.0,185.11
nlv2s_lc_C1_LSFO250_refbrent_adv,2050,970.82,6524.4,148.8
nlv2s_lc_C2_LSFO375_futbrent,2027,1413.94,6745.1,209.62
nlv2s_lc_C2_LSFO375_futbrent,2030,1373.8,6686.0,205.47
nlv2s_lc_C2_LSFO375_futbrent,2035,1361.05,6553.3,207.69
nlv2s_lc_C2_LSFO375_futbrent,2040,1350.91,6507.3,207.6
nlv2s_lc_C2_LSFO375_futbrent,2045,1306.68,6483.0,201.55
nlv2s_lc_C2_LSFO375_futbrent,2050,1121.03,6524.4,171.82
nlv2s_lc_C2_LSFO375_futbrent_adv,2027,1432.88,6745.1,212.43
nlv2s_lc_C2_LSFO375_futbrent_adv,2030,1363.18,6686.0,203.89
nlv2s_lc_C2_LSFO375_futbrent_adv,2035,1315.94,6553.3,200.81
nlv2s_lc_C2_LSFO375_futbrent_adv,2040,1302.85,6507.3,200.21
nlv2s_lc_C2_LSFO375_futbrent_adv,2045,1196.91,6483.0,184.62
nlv2s_lc_C2_LSFO375_futbrent_adv,2050,998.25,6524.4,153.0
nlv2s_lc_C2_LSFO375_highbrent,2027,1571.81,6745.1,233.03
nlv2s_lc_C2_LSFO375_highbrent,2030,1620.6,6686.0,242.39
nlv2s_lc_C2_LSFO375_highbrent,2035,1560.88,6553.3,238.18
nlv2s_lc_C2_LSFO375_highbrent,2040,1565.29,6507.3,240.54
nlv2s_lc_C2_LSFO375_highbrent,2045,1341.38,6483.0,206.91
nlv2s_lc_C2_LSFO375_highbrent,2050,1157.79,6524.4,177.46
nlv2s_lc_C2_LSFO375_highbrent_adv,2027,1591.28,6745.1,235.92
nlv2s_lc_C2_LSFO375_highbrent_adv,2030,1633.37,6686.0,244.3
nlv2s_lc_C2_LSFO375_highbrent_adv,2035,1551.34,6553.3,236.73
nlv2s_lc_C2_LSFO375_highbrent_adv,2040,1527.73,6507.3,234.77
nlv2s_lc_C2_LSFO375_highbrent_adv,2045,1271.41,6483.0,196.11
nlv2s_lc_C2_LSFO375_highbrent_adv,2050,1033.09,6524.4,158.34
nlv2s_lc_C2_LSFO375_lowbrent,2027,1248.38,6745.1,185.08
nlv2s_lc_C2_LSFO375_lowbrent,2030,1134.77,6686.0,169.72
nlv2s_lc_C2_LSFO375_lowbrent,2035,1090.71,6553.3,166.44
nlv2s_lc_C2_LSFO375_lowbrent,2040,1229.87,6507.3,189.0
nlv2s_lc_C2_LSFO375_lowbrent,2045,1308.3,6483.0,201.8
nlv2s_lc_C2_LSFO375_lowbrent,2050,1123.14,6524.4,172.14
nlv2s_lc_C2_LSFO375_lowbrent_adv,2027,1243.28,6745.1,184.32
nlv2s_lc_C2_LSFO375_lowbrent_adv,2030,1112.29,6686.0,166.36
nlv2s_lc_C2_LSFO375_lowbrent_adv,2035,1057.59,6553.3,161.38
nlv2s_lc_C2_LSFO375_lowbrent_adv,2040,1166.76,6507.3,179.3
nlv2s_lc_C2_LSFO375_lowbrent_adv,2045,1180.74,6483.0,182.13
nlv2s_lc_C2_LSFO375_lowbrent_adv,2050,985.21,6524.4,151.0
nlv2s_lc_C2_LSFO375_refbrent,2027,1493.32,6745.1,221.39
nlv2s_lc_C2_LSFO375_refbrent,2030,1482.1,6686.0,221.67
nlv2s_lc_C2_LSFO375_refbrent,2035,1463.92,6553.3,223.39
nlv2s_lc_C2_LSFO375_refbrent,2040,1448.57,6507.3,222.61
nlv2s_lc_C2_LSFO375_refbrent,2045,1316.25,6483.0,203.03
nlv2s_lc_C2_LSFO375_refbrent,2050,1133.57,6524.4,173.74
nlv2s_lc_C2_LSFO375_refbrent_adv,2027,1533.67,6745.1,227.37
nlv2s_lc_C2_LSFO375_refbrent_adv,2030,1498.53,6686.0,224.13
nlv2s_lc_C2_LSFO375_refbrent_adv,2035,1440.14,6553.3,219.76
nlv2s_lc_C2_LSFO375_refbrent_adv,2040,1420.83,6507.3,218.34
nlv2s_lc_C2_LSFO375_refbrent_adv,2045,1225.09,6483.0,188.97
nlv2s_lc_C2_LSFO375_refbrent_adv,2050,995.5,6524.4,152.58
nlv2s_lc_C3_LSFO500_futbrent,2027,1428.14,6745.1,211.73
nlv2s_lc_C3_LSFO500_futbrent,2030,1395.03,6686.0,208.65
nlv2s_lc_C3_LSFO500_futbrent,2035,1376.72,6553.3,210.08
nlv2s_lc_C3_LSFO500_futbrent,2040,1383.29,6507.3,212.57
nlv2s_lc_C3_LSFO500_futbrent,2045,1338.36,6483.0,206.44
nlv2s_lc_C3_LSFO500_futbrent,2050,1152.67,6524.4,176.67
nlv2s_lc_C3_LSFO500_futbrent_adv,2027,1432.43,6745.1,212.37
nlv2s_lc_C3_LSFO500_futbrent_adv,2030,1380.67,6686.0,206.5
nlv2s_lc_C3_LSFO500_futbrent_adv,2035,1334.4,6553.3,203.62
nlv2s_lc_C3_LSFO500_futbrent_adv,2040,1331.43,6507.3,204.6
nlv2s_lc_C3_LSFO500_futbrent_adv,2045,1226.4,6483.0,189.17
nlv2s_lc_C3_LSFO500_futbrent_adv,2050,1031.51,6524.4,158.1
nlv2s_lc_C3_LSFO500_highbrent,2027,1569.26,6745.1,232.65
nlv2s_lc_C3_LSFO500_highbrent,2030,1656.85,6686.0,247.81
nlv2s_lc_C3_LSFO500_highbrent,2035,1593.11,6553.3,243.1
nlv2s_lc_C3_LSFO500_highbrent,2040,1587.83,6507.3,244.01
nlv2s_lc_C3_LSFO500_highbrent,2045,1364.87,6483.0,210.53
nlv2s_lc_C3_LSFO500_highbrent,2050,1181.44,6524.4,181.08
nlv2s_lc_C3_LSFO500_highbrent_adv,2027,1605.18,6745.1,237.98
nlv2s_lc_C3_LSFO500_highbrent_adv,2030,1675.86,6686.0,250.65
nlv2s_lc_C3_LSFO500_highbrent_adv,2035,1572.22,6553.3,239.91
nlv2s_lc_C3_LSFO500_highbrent_adv,2040,1549.75,6507.3,238.15
nlv2s_lc_C3_LSFO500_highbrent_adv,2045,1297.97,6483.0,200.21
nlv2s_lc_C3_LSFO500_highbrent_adv,2050,1048.72,6524.4,160.74
nlv2s_lc_C3_LSFO500_lowbrent,2027,1247.53,6745.1,184.95
nlv2s_lc_C3_LSFO500_lowbrent,2030,1159.69,6686.0,173.45
nlv2s_lc_C3_LSFO500_lowbrent,2035,1121.44,6553.3,171.13
nlv2s_lc_C3_LSFO500_lowbrent,2040,1261.91,6507.3,193.92
nlv2s_lc_C3_LSFO500_lowbrent,2045,1339.53,6483.0,206.62
nlv2s_lc_C3_LSFO500_lowbrent,2050,1154.61,6524.4,176.97
nlv2s_lc_C3_LSFO500_lowbrent_adv,2027,1242.56,6745.1,184.22
nlv2s_lc_C3_LSFO500_lowbrent_adv,2030,1139.01,6686.0,170.36
nlv2s_lc_C3_LSFO500_lowbrent_adv,2035,1084.69,6553.3,165.52
nlv2s_lc_C3_LSFO500_lowbrent_adv,2040,1197.52,6507.3,184.03
nlv2s_lc_C3_LSFO500_lowbrent_adv,2045,1212.09,6483.0,186.96
nlv2s_lc_C3_LSFO500_lowbrent_adv,2050,1015.51,6524.4,155.65
nlv2s_lc_C3_LSFO500_refbrent,2027,1493.3,6745.1,221.39
nlv2s_lc_C3_LSFO500_refbrent,2030,1501.09,6686.0,224.51
nlv2s_lc_C3_LSFO500_refbrent,2035,1495.97,6553.3,228.28
nlv2s_lc_C3_LSFO500_refbrent,2040,1479.95,6507.3,227.43
nlv2s_lc_C3_LSFO500_refbrent,2045,1346.92,6483.0,207.76
nlv2s_lc_C3_LSFO500_refbrent,2050,1163.86,6524.4,178.39
nlv2s_lc_C3_LSFO500_refbrent_adv,2027,1530.86,6745.1,226.96
nlv2s_lc_C3_LSFO500_refbrent_adv,2030,1512.97,6686.0,226.29
nlv2s_lc_C3_LSFO500_refbrent_adv,2035,1470.59,6553.3,224.41
nlv2s_lc_C3_LSFO500_refbrent_adv,2040,1446.23,6507.3,222.25
nlv2s_lc_C3_LSFO500_refbrent_adv,2045,1253.61,6483.0,193.37
nlv2s_lc_C3_LSFO500_refbrent_adv,2050,1029.19,6524.4,157.74
nlv2s_lc_C4_NOTHERMAL_futbrent,2027,1412.65,6745.1,209.43
nlv2s_lc_C4_NOTHERMAL_futbrent,2030,1357.75,6686.0,203.07
nlv2s_lc_C4_NOTHERMAL_futbrent,2035,1308.51,6553.3,199.67
nlv2s_lc_C4_NOTHERMAL_futbrent,2040,1281.57,6507.3,196.94
nlv2s_lc_C4_NOTHERMAL_futbrent,2045,1216.64,6483.0,187.66
nlv2s_lc_C4_NOTHERMAL_futbrent,2050,1036.29,6524.4,158.83
nlv2s_lc_C4_NOTHERMAL_futbrent_adv,2027,1432.25,6745.1,212.34
nlv2s_lc_C4_NOTHERMAL_futbrent_adv,2030,1360.92,6686.0,203.55
nlv2s_lc_C4_NOTHERMAL_futbrent_adv,2035,1281.42,6553.3,195.54
nlv2s_lc_C4_NOTHERMAL_futbrent_adv,2040,1251.92,6507.3,192.39
nlv2s_lc_C4_NOTHERMAL_futbrent_adv,2045,1128.38,6483.0,174.05
nlv2s_lc_C4_NOTHERMAL_futbrent_adv,2050,905.86,6524.4,138.84
nlv2s_lc_C4_NOTHERMAL_highbrent,2027,1569.19,6745.1,232.64
nlv2s_lc_C4_NOTHERMAL_highbrent,2030,1528.53,6686.0,228.62
nlv2s_lc_C4_NOTHERMAL_highbrent,2035,1508.34,6553.3,230.17
nlv2s_lc_C4_NOTHERMAL_highbrent,2040,1499.88,6507.3,230.49
nlv2s_lc_C4_NOTHERMAL_highbrent,2045,1287.51,6483.0,198.6
nlv2s_lc_C4_NOTHERMAL_highbrent,2050,1105.11,6524.4,169.38
nlv2s_lc_C4_NOTHERMAL_highbrent_adv,2027,1590.77,6745.1,235.84
nlv2s_lc_C4_NOTHERMAL_highbrent_adv,2030,1534.3,6686.0,229.48
nlv2s_lc_C4_NOTHERMAL_highbrent_adv,2035,1492.1,6553.3,227.69
nlv2s_lc_C4_NOTHERMAL_highbrent_adv,2040,1472.57,6507.3,226.29
nlv2s_lc_C4_NOTHERMAL_highbrent_adv,2045,1185.68,6483.0,182.89
nlv2s_lc_C4_NOTHERMAL_highbrent_adv,2050,981.38,6524.4,150.42
nlv2s_lc_C4_NOTHERMAL_lowbrent,2027,1247.49,6745.1,184.95
nlv2s_lc_C4_NOTHERMAL_lowbrent,2030,1080.34,6686.0,161.58
nlv2s_lc_C4_NOTHERMAL_lowbrent,2035,1028.57,6553.3,156.96
nlv2s_lc_C4_NOTHERMAL_lowbrent,2040,1146.75,6507.3,176.22
nlv2s_lc_C4_NOTHERMAL_lowbrent,2045,1228.95,6483.0,189.56
nlv2s_lc_C4_NOTHERMAL_lowbrent,2050,1043.69,6524.4,159.97
nlv2s_lc_C4_NOTHERMAL_lowbrent_adv,2027,1242.27,6745.1,184.17
nlv2s_lc_C4_NOTHERMAL_lowbrent_adv,2030,1061.04,6686.0,158.7
nlv2s_lc_C4_NOTHERMAL_lowbrent_adv,2035,1001.67,6553.3,152.85
nlv2s_lc_C4_NOTHERMAL_lowbrent_adv,2040,1080.87,6507.3,166.1
nlv2s_lc_C4_NOTHERMAL_lowbrent_adv,2045,1099.29,6483.0,169.56
nlv2s_lc_C4_NOTHERMAL_lowbrent_adv,2050,912.25,6524.4,139.82
nlv2s_lc_C4_NOTHERMAL_refbrent,2027,1492.92,6745.1,221.33
nlv2s_lc_C4_NOTHERMAL_refbrent,2030,1484.4,6686.0,222.02
nlv2s_lc_C4_NOTHERMAL_refbrent,2035,1389.53,6553.3,212.04
nlv2s_lc_C4_NOTHERMAL_refbrent,2040,1388.2,6507.3,213.33
nlv2s_lc_C4_NOTHERMAL_refbrent,2045,1234.57,6483.0,190.43
nlv2s_lc_C4_NOTHERMAL_refbrent,2050,1054.95,6524.4,161.69
nlv2s_lc_C4_NOTHERMAL_refbrent_adv,2027,1532.58,6745.1,227.21
nlv2s_lc_C4_NOTHERMAL_refbrent_adv,2030,1479.93,6686.0,221.35
nlv2s_lc_C4_NOTHERMAL_refbrent_adv,2035,1377.51,6553.3,210.2
nlv2s_lc_C4_NOTHERMAL_refbrent_adv,2040,1359.42,6507.3,208.91
nlv2s_lc_C4_NOTHERMAL_refbrent_adv,2045,1163.75,6483.0,179.51
nlv2s_lc_C4_NOTHERMAL_refbrent_adv,2050,930.03,6524.4,142.55
nlv2s_lc_C5_LNG375_futbrent,2027,1433.65,6745.1,212.55
nlv2s_lc_C5_LNG375_futbrent,2030,1325.84,6686.0,198.3
nlv2s_lc_C5_LNG375_futbrent,2035,1304.92,6553.3,199.13
nlv2s_lc_C5_LNG375_futbrent,2040,1377.91,6507.3,211.75
nlv2s_lc_C5_LNG375_futbrent,2045,1232.22,6483.0,190.07
nlv2s_lc_C5_LNG375_futbrent,2050,1048.42,6524.4,160.69
nlv2s_lc_C5_LNG375_futbrent_adv,2027,1432.0,6745.1,212.3
nlv2s_lc_C5_LNG375_futbrent_adv,2030,1323.26,6686.0,197.92
nlv2s_lc_C5_LNG375_futbrent_adv,2035,1292.52,6553.3,197.23
nlv2s_lc_C5_LNG375_futbrent_adv,2040,1326.17,6507.3,203.8
nlv2s_lc_C5_LNG375_futbrent_adv,2045,1111.35,6483.0,171.42
nlv2s_lc_C5_LNG375_futbrent_adv,2050,921.84,6524.4,141.29
nlv2s_lc_C5_LNG375_futbrent_j120,2027,1434.68,6745.1,212.7
nlv2s_lc_C5_LNG375_futbrent_j120,2030,1358.24,6686.0,203.15
nlv2s_lc_C5_LNG375_futbrent_j120,2035,1334.25,6553.3,203.6
nlv2s_lc_C5_LNG375_futbrent_j120,2040,1410.21,6507.3,216.71
nlv2s_lc_C5_LNG375_futbrent_j120,2045,1233.04,6483.0,190.19
nlv2s_lc_C5_LNG375_futbrent_j120,2050,1049.2,6524.4,160.81
nlv2s_lc_C5_LNG375_futbrent_j120_adv,2027,1432.46,6745.1,212.37
nlv2s_lc_C5_LNG375_futbrent_j120_adv,2030,1354.47,6686.0,202.58
nlv2s_lc_C5_LNG375_futbrent_j120_adv,2035,1323.79,6553.3,202.0
nlv2s_lc_C5_LNG375_futbrent_j120_adv,2040,1357.55,6507.3,208.62
nlv2s_lc_C5_LNG375_futbrent_j120_adv,2045,1111.6,6483.0,171.46
nlv2s_lc_C5_LNG375_futbrent_j120_adv,2050,921.9,6524.4,141.3
nlv2s_lc_C5_LNG375_highbrent,2027,1571.08,6745.1,232.92
nlv2s_lc_C5_LNG375_highbrent,2030,1598.71,6686.0,239.11
nlv2s_lc_C5_LNG375_highbrent,2035,1613.09,6553.3,246.15
nlv2s_lc_C5_LNG375_highbrent,2040,1591.99,6507.3,244.64
nlv2s_lc_C5_LNG375_highbrent,2045,1243.66,6483.0,191.83
nlv2s_lc_C5_LNG375_highbrent,2050,1061.71,6524.4,162.73
nlv2s_lc_C5_LNG375_highbrent_adv,2027,1614.37,6745.1,239.34
nlv2s_lc_C5_LNG375_highbrent_adv,2030,1599.63,6686.0,239.25
nlv2s_lc_C5_LNG375_highbrent_adv,2035,1603.04,6553.3,244.62
nlv2s_lc_C5_LNG375_highbrent_adv,2040,1578.93,6507.3,242.64
nlv2s_lc_C5_LNG375_highbrent_adv,2045,1158.8,6483.0,178.74
nlv2s_lc_C5_LNG375_highbrent_adv,2050,940.22,6524.4,144.11
nlv2s_lc_C5_LNG375_highbrent_j120,2027,1570.47,6745.1,232.83
nlv2s_lc_C5_LNG375_highbrent_j120,2030,1628.99,6686.0,243.64
nlv2s_lc_C5_LNG375_highbrent_j120,2035,1642.28,6553.3,250.6
nlv2s_lc_C5_LNG375_highbrent_j120,2040,1625.88,6507.3,249.85
nlv2s_lc_C5_LNG375_highbrent_j120,2045,1245.24,6483.0,192.08
nlv2s_lc_C5_LNG375_highbrent_j120,2050,1063.58,6524.4,163.02
nlv2s_lc_C5_LNG375_highbrent_j120_adv,2027,1616.12,6745.1,239.6
nlv2s_lc_C5_LNG375_highbrent_j120_adv,2030,1631.81,6686.0,244.07
nlv2s_lc_C5_LNG375_highbrent_j120_adv,2035,1634.13,6553.3,249.36
nlv2s_lc_C5_LNG375_highbrent_j120_adv,2040,1610.06,6507.3,247.42
nlv2s_lc_C5_LNG375_highbrent_j120_adv,2045,1153.87,6483.0,177.98
nlv2s_lc_C5_LNG375_highbrent_j120_adv,2050,941.55,6524.4,144.31
nlv2s_lc_C5_LNG375_lowbrent,2027,1247.75,6745.1,184.99
nlv2s_lc_C5_LNG375_lowbrent,2030,1159.02,6686.0,173.35
nlv2s_lc_C5_LNG375_lowbrent,2035,1119.2,6553.3,170.79
nlv2s_lc_C5_LNG375_lowbrent,2040,1284.77,6507.3,197.43
nlv2s_lc_C5_LNG375_lowbrent,2045,1229.54,6483.0,189.66
nlv2s_lc_C5_LNG375_lowbrent,2050,1043.61,6524.4,159.95
nlv2s_lc_C5_LNG375_lowbrent_adv,2027,1242.65,6745.1,184.23
nlv2s_lc_C5_LNG375_lowbrent_adv,2030,1139.14,6686.0,170.38
nlv2s_lc_C5_LNG375_lowbrent_adv,2035,1096.73,6553.3,167.36
nlv2s_lc_C5_LNG375_lowbrent_adv,2040,1225.07,6507.3,188.26
nlv2s_lc_C5_LNG375_lowbrent_adv,2045,1098.61,6483.0,169.46
nlv2s_lc_C5_LNG375_lowbrent_adv,2050,912.77,6524.4,139.9
nlv2s_lc_C5_LNG375_lowbrent_j120,2027,1247.93,6745.1,185.01
nlv2s_lc_C5_LNG375_lowbrent_j120,2030,1190.34,6686.0,178.04
nlv2s_lc_C5_LNG375_lowbrent_j120,2035,1151.87,6553.3,175.77
nlv2s_lc_C5_LNG375_lowbrent_j120,2040,1315.97,6507.3,202.23
nlv2s_lc_C5_LNG375_lowbrent_j120,2045,1229.92,6483.0,189.71
nlv2s_lc_C5_LNG375_lowbrent_j120,2050,1043.89,6524.4,160.0
nlv2s_lc_C5_LNG375_lowbrent_j120_adv,2027,1242.48,6745.1,184.21
nlv2s_lc_C5_LNG375_lowbrent_j120_adv,2030,1170.51,6686.0,175.07
nlv2s_lc_C5_LNG375_lowbrent_j120_adv,2035,1128.8,6553.3,172.25
nlv2s_lc_C5_LNG375_lowbrent_j120_adv,2040,1256.43,6507.3,193.08
nlv2s_lc_C5_LNG375_lowbrent_j120_adv,2045,1098.75,6483.0,169.48
nlv2s_lc_C5_LNG375_lowbrent_j120_adv,2050,913.05,6524.4,139.94
nlv2s_lc_C5_LNG375_refbrent,2027,1508.44,6745.1,223.63
nlv2s_lc_C5_LNG375_refbrent,2030,1441.1,6686.0,215.54
nlv2s_lc_C5_LNG375_refbrent,2035,1441.95,6553.3,220.03
nlv2s_lc_C5_LNG375_refbrent,2040,1469.18,6507.3,225.77
nlv2s_lc_C5_LNG375_refbrent,2045,1238.15,6483.0,190.98
nlv2s_lc_C5_LNG375_refbrent,2050,1056.85,6524.4,161.98
nlv2s_lc_C5_LNG375_refbrent_adv,2027,1533.19,6745.1,227.3
nlv2s_lc_C5_LNG375_refbrent_adv,2030,1449.23,6686.0,216.76
nlv2s_lc_C5_LNG375_refbrent_adv,2035,1422.54,6553.3,217.07
nlv2s_lc_C5_LNG375_refbrent_adv,2040,1423.25,6507.3,218.72
nlv2s_lc_C5_LNG375_refbrent_adv,2045,1126.39,6483.0,173.74
nlv2s_lc_C5_LNG375_refbrent_adv,2050,923.74,6524.4,141.58
nlv2s_lc_C5_LNG375_refbrent_j120,2027,1509.45,6745.1,223.78
nlv2s_lc_C5_LNG375_refbrent_j120,2030,1474.11,6686.0,220.48
nlv2s_lc_C5_LNG375_refbrent_j120,2035,1474.3,6553.3,224.97
nlv2s_lc_C5_LNG375_refbrent_j120,2040,1501.33,6507.3,230.71
nlv2s_lc_C5_LNG375_refbrent_j120,2045,1237.93,6483.0,190.95
nlv2s_lc_C5_LNG375_refbrent_j120,2050,1056.93,6524.4,162.0
nlv2s_lc_C5_LNG375_refbrent_j120_adv,2027,1532.62,6745.1,227.22
nlv2s_lc_C5_LNG375_refbrent_j120_adv,2030,1481.15,6686.0,221.53
nlv2s_lc_C5_LNG375_refbrent_j120_adv,2035,1454.28,6553.3,221.92
nlv2s_lc_C5_LNG375_refbrent_j120_adv,2040,1455.58,6507.3,223.68
nlv2s_lc_C5_LNG375_refbrent_j120_adv,2045,1126.77,6483.0,173.8
nlv2s_lc_C5_LNG375_refbrent_j120_adv,2050,922.85,6524.4,141.45
nlv2s_lc_C6_STATUSQUO_futbrent,2027,1429.2,6745.1,211.89
nlv2s_lc_C6_STATUSQUO_futbrent,2030,1424.9,6686.0,213.12
nlv2s_lc_C6_STATUSQUO_futbrent,2035,1406.85,6553.3,214.68
nlv2s_lc_C6_STATUSQUO_futbrent,2040,1521.68,6507.3,233.84
nlv2s_lc_C6_STATUSQUO_futbrent,2045,1336.03,6483.0,206.08
nlv2s_lc_C6_STATUSQUO_futbrent,2050,1150.14,6524.4,176.28
nlv2s_lc_C6_STATUSQUO_futbrent_adv,2027,1434.1,6745.1,212.61
nlv2s_lc_C6_STATUSQUO_futbrent_adv,2030,1412.99,6686.0,211.34
nlv2s_lc_C6_STATUSQUO_futbrent_adv,2035,1384.68,6553.3,211.3
nlv2s_lc_C6_STATUSQUO_futbrent_adv,2040,1459.96,6507.3,224.36
nlv2s_lc_C6_STATUSQUO_futbrent_adv,2045,1205.85,6483.0,186.0
nlv2s_lc_C6_STATUSQUO_futbrent_adv,2050,1012.56,6524.4,155.2
nlv2s_lc_C6_STATUSQUO_futbrent_j120,2027,1430.15,6745.1,212.03
nlv2s_lc_C6_STATUSQUO_futbrent_j120,2030,1464.7,6686.0,219.07
nlv2s_lc_C6_STATUSQUO_futbrent_j120,2035,1447.06,6553.3,220.82
nlv2s_lc_C6_STATUSQUO_futbrent_j120,2040,1561.13,6507.3,239.9
nlv2s_lc_C6_STATUSQUO_futbrent_j120,2045,1336.12,6483.0,206.1
nlv2s_lc_C6_STATUSQUO_futbrent_j120,2050,1150.23,6524.4,176.3
nlv2s_lc_C6_STATUSQUO_futbrent_j120_adv,2027,1433.12,6745.1,212.47
nlv2s_lc_C6_STATUSQUO_futbrent_j120_adv,2030,1451.79,6686.0,217.14
nlv2s_lc_C6_STATUSQUO_futbrent_j120_adv,2035,1423.7,6553.3,217.25
