period,category,bound,gwh
2030,fossil,min,635.5
2030,usolar,min,4146.8
2030,wind,min,262.4
2035,fossil,min,507.3
2035,usolar,min,3598.6
2035,offshore,min,1955.5
2035,wind,min,2148.5
2040,fossil,min,195.8
2040,usolar,min,4076.7
2040,offshore,min,1952.1
2040,wind,min,1952.1
2045,firm,min,253.3
2045,usolar,min,4502.7
2045,offshore,min,1857.2
2045,wind,min,1936.6
2050,firm,min,259.4
2050,usolar,min,4610.6
2050,offshore,min,1901.7
2050,wind,min,1982.9
