period,category,bound,gwh
2030,usolar,min,3964.8
2030,wind,min,250.9
2035,usolar,min,3163.2
2035,offshore,min,1718.9
2035,wind,min,1888.6
2040,usolar,min,3327.0
2040,offshore,min,1593.2
2040,wind,min,1593.2
2045,usolar,min,3450.8
2045,offshore,min,1423.3
2045,wind,min,1484.1
2050,usolar,min,3372.1
2050,offshore,min,1390.9
2050,wind,min,1450.3
