LOAD_ZONE,TIMEPOINT,zone_demand_mw
Oahu,2707011200,653.2000188156314
Oahu,2707011202,595.4944225667516
Oahu,2707011204,660.5259675578644
Oahu,2707011206,936.7780346936572
Oahu,2707011208,1034.2483527190716
Oahu,2707011210,1094.252932882556
Oahu,2707011212,1097.2559118714894
Oahu,2707011214,1082.5930144639872
Oahu,2707011216,1049.7472442773394
Oahu,2707011218,1104.3068625378128
Oahu,2707011220,988.8516703479074
Oahu,2707011222,818.4518625912552
Oahu,2707011900,613.072299578896
Oahu,2707011902,556.6646942483097
Oahu,2707011904,630.9361745899866
Oahu,2707011906,906.9132436498696
Oahu,2707011908,990.8426564174933
Oahu,2707011910,1040.5513086189208
Oahu,2707011912,1058.1951851692836
Oahu,2707011914,1054.1142137227844
Oahu,2707011916,1026.0754099030369
Oahu,2707011918,1084.0670041508629
Oahu,2707011920,974.3647717089875
Oahu,2707011922,803.6679660303527
Oahu,2707021200,545.3897731360144
Oahu,2707021202,502.38007406374584
Oahu,2707021204,586.9804821365891
Oahu,2707021206,861.8905586619427
Oahu,2707021208,942.5089945956142
Oahu,2707021210,993.8676352524994
Oahu,2707021212,1014.7014894834142
Oahu,2707021214,1018.5514625461492
Oahu,2707021216,1011.555511495008
Oahu,2707021218,1103.316869464538
Oahu,2707021220,982.3947155255491
Oahu,2707021222,757.0502922021496
Oahu,2707050200,627.7351969863984
Oahu,2707050202,578.8405390896635
Oahu,2707050204,636.6671344919437
Oahu,2707050206,914.2721921612119
Oahu,2707050208,1022.8964321455217
Oahu,2707050210,1078.05004624996
Oahu,2707050212,1099.4008968635846
Oahu,2707050214,1101.4138827792433
Oahu,2707050216,1078.4350435562335
Oahu,2707050218,1095.0229274951032
Oahu,2707050220,1028.4183935097872
Oahu,2707050222,808.3539332438531
Oahu,2707092200,711.6316099849128
Oahu,2707092202,647.7000572974385
Oahu,2707092204,665.4979327703109
Oahu,2707092206,810.520918082021
Oahu,2707092208,1017.3304710891105
Oahu,2707092210,1091.7779501993693
Oahu,2707092212,1093.4609384239366
Oahu,2707092214,1085.9039912979395
Oahu,2707092216,1071.9120891956566
Oahu,2707092218,1098.146905637437
Oahu,2707092220,1002.0295781454977
Oahu,2707092222,868.3255136382285
Oahu,2707102700,699.234696722906
Oahu,2707102702,635.226144574177
Oahu,2707102704,658.6009810264968
Oahu,2707102706,801.5559808073666
Oahu,2707102708,1015.8014817870528
Oahu,2707102710,1081.9110192357314
Oahu,2707102712,1081.4600223912396
Oahu,2707102714,1046.45826728946
Oahu,2707102716,1027.6813986663494
Oahu,2707102718,1079.392036860399
Oahu,2707102720,987.7516780442688
Oahu,2707102722,849.5706448611907
Oahu,2707121500,662.2859552436861
Oahu,2707121502,590.8744548914696
Oahu,2707121504,617.6702674081054
Oahu,2707121506,757.5232888927144
Oahu,2707121508,945.2589753547106
Oahu,2707121510,1000.6985874580951
Oahu,2707121512,987.7736778903418
Oahu,2707121514,953.739916015764
Oahu,2707121516,969.5688052651233
Oahu,2707121518,1039.8913132367377
Oahu,2707121520,952.59592401998
Oahu,2707121522,809.2229271637276
Oahu,2708022000,606.3112347909564
Oahu,2708022002,552.023912936711
Oahu,2708022004,628.5196846404206
Oahu,2708022006,896.0721000079348
Oahu,2708022008,1002.3961960722156
Oahu,2708022010,1067.1251450676186
Oahu,2708022012,1089.2650503187817
Oahu,2708022014,1094.691497684263
Oahu,2708022016,1084.7868032297952
Oahu,2708022018,1135.9439217616366
Oahu,2708022020,1008.2339110275018
Oahu,2708022022,772.7032471661847
Oahu,2708041000,581.0182780179557
Oahu,2708041002,540.8854157128286
Oahu,2708041004,634.5401851911754
Oahu,2708041006,905.4969822742969
Oahu,2708041008,1005.9833633832916
Oahu,2708041010,1057.8830483967254
Oahu,2708041012,1047.4528453552848
Oahu,2708041014,1070.575223182093
Oahu,2708041016,1062.692594377499
Oahu,2708041018,1130.1633273049347
Oahu,2708041020,1032.2587927319373
Oahu,2708041022,794.660366821879
Oahu,2708061700,679.9738297648989
Oahu,2708061702,621.3225018188349
Oahu,2708061704,688.1420610624126
Oahu,2708061706,917.1038675865682
Oahu,2708061708,1068.8159118257051
Oahu,2708061710,1134.652998493638
Oahu,2708061712,1153.9483029153175
Oahu,2708061714,1147.6650480710762
Oahu,2708061716,1122.7148142895794
Oahu,2708061718,1107.5550339653826
Oahu,2708061720,1073.2713107152583
Oahu,2708061722,847.6339172086923
Oahu,2708081800,679.1741427847227
Oahu,2708081802,628.9423763299422
Oahu,2708081804,693.7284458239291
Oahu,2708081806,956.5741321081209
Oahu,2708081808,1110.365362495716
Oahu,2708081810,1182.2572220135542
Oahu,2708081812,1209.1152804477567
Oahu,2708081814,1213.3079250438232
Oahu,2708081816,1185.4673940339756
Oahu,2708081818,1151.5263937753552
Oahu,2708081820,1108.868805432815
Oahu,2708081822,863.3192061198621
Oahu,2708091000,677.3348627303175
Oahu,2708091002,625.8578694064055
Oahu,2708091004,694.36819540807
Oahu,2708091006,950.4965110587818
Oahu,2708091008,1083.244549768027
Oahu,2708091010,1162.01371731538
Oahu,2708091012,1174.9001017959333
Oahu,2708091014,1174.9457981948005
Oahu,2708091016,1159.1462682864626
Oahu,2708091018,1174.214655812925
Oahu,2708091020,1074.1852386926023
Oahu,2708091022,832.0628692946905
Oahu,2708112200,631.3185890710371
Oahu,2708112202,562.6483256733372
Oahu,2708112204,586.4904217823041
Oahu,2708112206,723.0198374978106
Oahu,2708112208,907.5076238244542
Oahu,2708112210,985.6827381865337
Oahu,2708112212,969.5633334861252
Oahu,2708112214,925.7519110721878
Oahu,2708112216,952.7356346032752
Oahu,2708112218,999.6315639407494
