GENERATION_PROJECT,gen_load_zone,gen_tech,gen_connect_cost_per_mw,gen_capacity_limit_mw,gen_unit_size,gen_min_build_capacity,gen_max_age,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_is_variable,gen_is_baseload,gen_is_cogen,gen_variable_om,gen_energy_source,gen_full_load_heat_rate,gen_min_uptime,gen_min_downtime,gen_startup_fuel,gen_storage_efficiency,gen_storage_energy_to_power_ratio,gen_storage_max_cycles_per_year
Oahu_OnshoreWind_OnWind_204,Oahu,OnshoreWind,27300.571872665023,15.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_205,Oahu,OnshoreWind,29815.23260085534,20.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_206,Oahu,OnshoreWind,38527.77590883055,10.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_207,Oahu,OnshoreWind,16569.552877857353,120.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_208,Oahu,OnshoreWind,12484.451478372659,82.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_209,Oahu,OnshoreWind,12381.408750742208,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_301,Oahu,OnshoreWind,15045.259196938832,120.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_302,Oahu,OnshoreWind,29272.6709630065,52.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_303,Oahu,OnshoreWind,36763.86569974639,15.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_304,Oahu,OnshoreWind,37379.11958026921,57.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_305,Oahu,OnshoreWind,30280.25778341914,170.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_306,Oahu,OnshoreWind,26500.122500421417,27.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_307,Oahu,OnshoreWind,12659.5721320721,75.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_308,Oahu,OnshoreWind,19491.97915702574,32.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_309,Oahu,OnshoreWind,27116.400108662107,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_401,Oahu,OnshoreWind,30156.792130531918,212.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_402,Oahu,OnshoreWind,34392.655450675804,52.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_403,Oahu,OnshoreWind,40470.77579156745,47.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_404,Oahu,OnshoreWind,20106.630500010335,50.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_405,Oahu,OnshoreWind,11201.354564543808,45.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_406,Oahu,OnshoreWind,23061.452811613457,42.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_407,Oahu,OnshoreWind,27708.90344721685,12.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_408,Oahu,OnshoreWind,36732.91568199908,15.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_409,Oahu,OnshoreWind,31748.167710903403,50.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_410,Oahu,OnshoreWind,27107.31539774239,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_501,Oahu,OnshoreWind,39412.90725414835,242.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_502,Oahu,OnshoreWind,30696.41518255871,42.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_503,Oahu,OnshoreWind,23091.126280141096,117.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_504,Oahu,OnshoreWind,10260.75226120649,20.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_505,Oahu,OnshoreWind,32605.10064446412,42.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_506,Oahu,OnshoreWind,41610.43033109709,7.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_507,Oahu,OnshoreWind,25188.91346249758,10.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_508,Oahu,OnshoreWind,27043.286104563733,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_509,Oahu,OnshoreWind,24096.4144345264,2.5,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_Kahuku,Oahu,OnshoreWind,40006.98470320929,30.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_OnshoreWind_OnWind_Kawailoa,Oahu,OnshoreWind,35227.79979635428,69.0,.,.,30,0.0,0,1,0,0,0.0,WND,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,Oahu,SlopedDistPV,0.0,87.8165913716493,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,Oahu,SlopedDistPV,0.0,182.39342814564273,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,Oahu,SlopedDistPV,0.0,88.5089685131855,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,Oahu,SlopedDistPV,0.0,63.50557056986777,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,Oahu,SlopedDistPV,0.0,59.7927921588566,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,Oahu,SlopedDistPV,0.0,8.66359283670543,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,Oahu,SlopedDistPV,0.0,132.3764433754354,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,Oahu,SlopedDistPV,0.0,324.4503631990907,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,Oahu,SlopedDistPV,0.0,115.686831813874,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,Oahu,SlopedDistPV,0.0,117.38331552874041,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,Oahu,SlopedDistPV,0.0,286.4584416258384,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,Oahu,SlopedDistPV,0.0,139.5150936986589,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,Oahu,SlopedDistPV,0.0,260.31925309833565,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,Oahu,SlopedDistPV,0.0,155.97470590244745,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,Oahu,SlopedDistPV,0.0,127.8992619355124,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,Oahu,SlopedDistPV,0.0,156.80126186562796,.,.,30,0.0,0,1,0,0,0.0,SUN,.,.,.,.,.,.,.
Oahu_Tesoro_Hawaii,Oahu,Tesoro_Hawaii,0.0,20.0,20.0,.,55,0.12397831050228314,0,0,1,1,74.00641891093906,multiple,.,0.0,0.0,0.0,.,.,.
Oahu_Waiau_10,Oahu,Waiau_10,0.0,51.2,51.2,.,82,0.0,0,0,0,0,0.24934599181862985,multiple,.,1.0,1.0,0.64453125,.,.,.
Oahu_Waiau_7,Oahu,Waiau_7,0.0,77.8,77.8,.,63,0.0,0,0,0,0,12.965991574568752,multiple,.,3.0,6.0,11.992287917737789,.,.,.
Oahu_Waiau_8,Oahu,Waiau_8,0.0,77.8,77.8,.,61,0.0,0,0,0,0,12.965991574568752,multiple,.,3.0,6.0,11.992287917737789,.,.,.
Oahu_Waiau_9,Oahu,Waiau_9,0.0,51.2,51.2,.,82,0.0,0,0,0,0,0.24934599181862985,multiple,.,1.0,1.0,0.703125,.,.,.
