regional_fuel_market,fuel,tier,period,unit_cost,max_avail_at_cost,fixed_cost,max_age
Hawaii_Biodiesel,Biodiesel,base,2027,35.730194744086496,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2030,35.87555248999554,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2035,36.34402387933189,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2040,36.75613419470598,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2045,37.420719481664285,.,0.0,.
Hawaii_Biodiesel,Biodiesel,base,2050,38.8157228008352,.,0.0,.
Hawaii_Coal,Coal,base,2027,5.2548189419594165,.,0.0,.
Hawaii_Coal,Coal,base,2030,6.27657003822697,.,0.0,.
Hawaii_Coal,Coal,base,2035,6.9973554794567985,.,0.0,.
Hawaii_Coal,Coal,base,2040,7.095481223097741,.,0.0,.
Hawaii_Coal,Coal,base,2045,7.46737922349614,.,0.0,.
Hawaii_Coal,Coal,base,2050,6.923722338766509,.,0.0,.
Hawaii_Diesel,Diesel,base,2027,21.130835198903053,.,0.0,.
Hawaii_Diesel,Diesel,base,2030,21.276192944812095,.,0.0,.
Hawaii_Diesel,Diesel,base,2035,21.744664334148446,.,0.0,.
Hawaii_Diesel,Diesel,base,2040,22.156774649522525,.,0.0,.
Hawaii_Diesel,Diesel,base,2045,22.82135993648084,.,0.0,.
Hawaii_Diesel,Diesel,base,2050,24.21636325565175,.,0.0,.
Hawaii_LNG,LNG,bulk_05,2027,10.859628443450154,36400000.0,3.2609395663624947,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2030,10.959111284750303,36400000.0,3.2609395663624943,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2035,11.279733103612099,36400000.0,3.2609395663624943,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2040,11.56178140345412,36400000.0,3.2609395663624943,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2045,12.01662357384839,36400000.0,3.2609395663624943,5.0000000000000000
Hawaii_LNG,LNG,bulk_05,2050,12.97136384548896,36400000.0,3.2609395663624947,5.0000000000000000
Hawaii_LNG,LNG,bulk_10,2027,10.859628443450154,36400000.0,1.8663181074228552,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2030,10.959111284750302,36400000.0,1.8663181074228554,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2035,11.279733103612099,36400000.0,1.8663181074228554,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2040,11.56178140345412,36400000.0,1.8663181074228554,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2045,12.01662357384839,36400000.0,1.8663181074228554,10.0000000000000000
Hawaii_LNG,LNG,bulk_10,2050,12.97136384548896,36400000.0,1.8663181074228552,10.0000000000000000
Hawaii_LNG,LNG,bulk_15,2027,10.859628443450154,36400000.0,1.414323680704845,15.0000000000000000
Hawaii_LNG,LNG,bulk_15,2030,10.959111284750302,36400000.0,1.414323680704845,15.0000000000000000
Hawaii_LNG,LNG,bulk_15,2035,11.279733103612097,36400000.0,1.414323680704845,15.0000000000000000
Hawaii_LNG,LNG,bulk_15,2040,11.56178140345412,36400000.0,1.414323680704845,15.0000000000000000
Hawaii_LNG,LNG,bulk_15,2045,12.01662357384839,36400000.0,1.414323680704845,15.0000000000000000
Hawaii_LNG,LNG,bulk_15,2050,12.97136384548896,36400000.0,1.414323680704845,15.0000000000000000
