plant_id_eia,plant_name_eia,state,generator_id,capacity_mw,generator_operating_date,plant_id_epa,emissions_unit_id_epa
55965,Wansley Combined Cycle,GA,CT6A,203.1,2002-06-01,55965,6A
55965,Wansley Combined Cycle,GA,CT6B,203.1,2002-06-01,55965,6B
55965,Wansley Combined Cycle,GA,CT7A,203.1,2002-06-01,55965,7A
55965,Wansley Combined Cycle,GA,CT7B,203.1,2002-06-01,55965,7B
55970,Cosumnes,CA,2,196.8,2006-02-01,55970,2
55970,Cosumnes,CA,3,170.0,2006-02-01,55970,3
55976,Hunterstown Power Plant,PA,101,179.0,2003-07-01,55976,CT101
55976,Hunterstown Power Plant,PA,201,179.0,2003-07-01,55976,CT201
55976,Hunterstown Power Plant,PA,301,179.0,2003-07-01,55976,CT301
55985,Palomar Energy,CA,CTG1,165.0,2005-10-01,55985,CTG1
55985,Palomar Energy,CA,CTG2,165.0,2005-11-01,55985,CTG2
56031,Fox Energy Center,WI,CTG1,198.9,2006-06-01,56031,CTG-1
56031,Fox Energy Center,WI,CTG2,198.9,2005-06-01,56031,CTG-2
56046,Magnolia Power Project,CA,1,198.9,2005-09-01,56046,1
56102,Currant Creek,UT,CT1A,146.2,2005-06-01,56102,CTG1A
56102,Currant Creek,UT,CT1B,146.2,2005-06-01,56102,CTG1B
56104,Mankato Energy Center,MN,CTG1,188.7,2019-06-01,56104,CT-1
56104,Mankato Energy Center,MN,CTG2,192.1,2006-07-01,56104,CT-2
56150,McIntosh Combined Cycle Facility,GA,C10A,203.2,2005-06-01,56150,10A
56150,McIntosh Combined Cycle Facility,GA,C10B,203.2,2005-06-01,56150,10B
56150,McIntosh Combined Cycle Facility,GA,C11A,203.2,2005-06-01,56150,11A
56150,McIntosh Combined Cycle Facility,GA,C11B,203.2,2005-06-01,56150,11B
56164,Faribault Energy Park,MN,EU01,212.5,2005-05-01,56164,EU006
56196,500MW CC,NY,CT01,170.0,2005-12-01,56196,CTG7A
56196,500MW CC,NY,CT02,170.0,2005-12-01,56196,CTG7B
56234,Caithness Long Island Energy Center,NY,CT01,196.2,2009-08-01,56234,1
56237,Lake Side Power Plant,UT,CT01,182.7,2007-09-01,56237,CT01
56237,Lake Side Power Plant,UT,CT02,182.7,2007-09-01,56237,CT02
56237,Lake Side Power Plant,UT,CT21,185.4,2014-05-01,56237,CT03
56237,Lake Side Power Plant,UT,CT22,185.4,2014-05-01,56237,CT04
56259,Empire Generating Co LLC,NY,CT11,179.0,2010-09-01,56259,CT-1
56259,Empire Generating Co LLC,NY,CT12,179.0,2010-09-01,56259,CT-2
56400,Treasure Coast Energy Center,FL,CT1,219.6,2008-05-01,56400,1
56458,Hobbs Generating Station,NM,GT1,196.9,2008-09-01,56458,HOBB1
56458,Hobbs Generating Station,NM,GT2,196.9,2008-09-01,56458,HOBB2
56467,Russell City Energy Center,CA,CTG1,200.0,2013-08-01,56467,CT1
56467,Russell City Energy Center,CA,CTG2,200.0,2013-08-01,56467,CT2
56476,Gateway Generating Station,CA,A,203.2,2009-01-01,56476,GT1
56476,Gateway Generating Station,CA,B,203.2,2009-01-01,56476,GT2
56532,Colusa Generating Station,CA,A,181.5,2010-12-01,56532,CT1
56532,Colusa Generating Station,CA,B,181.5,2010-12-01,56532,CT2
56565,J Lamar Stall Unit,LA,6A,184.0,2010-06-01,1416,CTG-6A
56565,J Lamar Stall Unit,LA,6B,184.0,2010-06-01,1416,CTG-6B
56610,Deer Creek Station,SD,2,170.0,2012-08-01,56610,1
56798,Kleen Energy Systems Project,CT,U1,199.0,2011-07-01,56798,U1
56798,Kleen Energy Systems Project,CT,U2,199.0,2011-07-01,56798,U2
56806,Cedar Bayou 4,TX,41,178.5,2009-06-01,56806,CBY41
56806,Cedar Bayou 4,TX,42,178.5,2009-06-01,56806,CBY42
56807,Bear Garden,VA,1A,145.0,2011-05-01,56807,1A
56807,Bear Garden,VA,1B,152.0,2011-05-01,56807,1B
56846,CPV St Charles Energy Center,MD,GTG1,223.6,2017-02-01,56846,GT1
56846,CPV St Charles Energy Center,MD,GTG2,223.6,2017-02-01,56846,GT2
56940,CPV Valley Energy Center,NY,CTG1,235.0,2018-05-01,56940,1
56940,CPV Valley Energy Center,NY,CTG2,235.0,2018-05-01,56940,2
56963,West Deptford Energy Station,NJ,E101,225.3,2014-10-01,56963,E101
56963,West Deptford Energy Station,NJ,E102,225.3,2014-10-01,56963,E102
57028,Langley Gulch Power Plant,ID,GTG,187.0,2012-06-01,57028,CT1
57037,Ratcliffe,MS,1A,235.5,2014-08-01,57037,AB-001
57037,Ratcliffe,MS,1B,235.5,2014-08-01,57037,AB-002
57349,Garrison Energy Center LLC,DE,CTG1,235.0,2015-06-01,57349,1
57664,Astoria Energy II,NY,CT3,200.0,2011-07-01,55375,CT3
57664,Astoria Energy II,NY,CT4,200.0,2011-07-01,55375,CT4
57794,St Joseph Energy Center,IN,CT1,260.0,2018-04-01,57794,CTG01A
57794,St Joseph Energy Center,IN,CT2,260.0,2018-04-01,57794,CTG01B
57839,Woodbridge Energy Center,NJ,CT001,222.7,2015-11-01,57839,1
57839,Woodbridge Energy Center,NJ,CT002,222.7,2015-10-01,57839,2
57901,El Segundo Energy Center LLC,CA,5,198.0,2013-08-01,330,5
57901,El Segundo Energy Center LLC,CA,7,198.0,2013-07-01,330,7
57978,Lodi Energy Center,CA,CT1,185.0,2012-11-01,57978,CT1
58001,Panda Temple Power Station,TX,CTG-1,232.0,2014-07-01,58001,CTG1
58001,Panda Temple Power Station,TX,CTG-2,232.0,2014-07-01,58001,CTG2
58001,Panda Temple Power Station,TX,CTG-3,232.0,2015-05-01,58001,CTG3
58001,Panda Temple Power Station,TX,CTG-4,232.0,2015-05-01,58001,CTG4
58005,Panda Sherman Power Station,TX,CTG-1,232.0,2014-08-01,58005,CTG1
58005,Panda Sherman Power Station,TX,CTG-2,232.0,2014-08-01,58005,CTG2
58079,Newark Energy Center,NJ,GT-1,225.0,2015-09-01,58079,U001
58079,Newark Energy Center,NJ,GT-2,225.0,2015-09-01,58079,U002
58215,Lee Combined Cycle Plant,NC,1A,221.0,2012-12-01,2709,01A
58215,Lee Combined Cycle Plant,NC,1B,221.0,2012-12-01,2709,01B
58215,Lee Combined Cycle Plant,NC,1C,221.0,2012-12-01,2709,01C
58236,Marshalltown Generating Station,IA,CTG1,222.7,2017-04-01,58236,CT1
58236,Marshalltown Generating Station,IA,CTG2,222.7,2017-04-01,58236,CT2
58557,Mesquite Generating Station Block 1,AZ,GT1,185.3,2003-06-01,55481,1
58557,Mesquite Generating Station Block 1,AZ,GT2,185.3,2003-06-01,55481,2
58697,L V Sutton Combined Cycle,NC,CT1,221.0,2013-11-01,2713,01A
58697,L V Sutton Combined Cycle,NC,CT2,221.0,2013-11-01,2713,01B
59004,Stonewall,VA,GEN1,237.0,2017-04-01,59004,CT1
59004,Stonewall,VA,GEN2,237.0,2017-04-01,59004,CT2
59338,Gila River Power Block 1,AZ,CTG1,174.0,2003-07-01,55306,1CTGA
59338,Gila River Power Block 1,AZ,CTG2,174.0,2003-07-01,55306,1CTGB
59773,Carroll County Energy,OH,CGT1,235.5,2017-12-01,59773,1
59773,Carroll County Energy,OH,CGT2,235.5,2017-12-01,59773,2
59784,Gila River Power Block 3,AZ,CTG5,174.0,2003-06-01,55306,3CTGA
59784,Gila River Power Block 3,AZ,CTG6,174.0,2003-06-01,55306,3CTGB
60302,Keys Energy Center,MD,11,235.5,2018-07-01,60302,11
60302,Keys Energy Center,MD,12,235.5,2018-07-01,60302,12
60368,Hummel Station LLC,PA,CTG1,244.8,2018-06-01,60368,CT1
60368,Hummel Station LLC,PA,CTG2,244.8,2018-06-01,60368,CT2
60368,Hummel Station LLC,PA,CTG3,244.8,2018-06-01,60368,CT3
60768,Gila River Power Block 2,AZ,CTG3,174.0,2003-06-01,55306,2CTGA
60768,Gila River Power Block 2,AZ,CTG4,174.0,2003-06-01,55306,2CTGB
60903,Salem Harbor Power Development LP,MA,3,240.7,2018-05-01,60903,1
60903,Salem Harbor Power Development LP,MA,4,240.7,2018-05-01,60903,2
60925,Montgomery County,TX,1A,250.0,2021-01-01,60925,CT1
60925,Montgomery County,TX,1B,250.0,2021-01-01,60925,CT2
60926,St. Charles Power Station (LA),LA,1A,250.0,2019-05-01,60926,1A
60926,St. Charles Power Station (LA),LA,1B,250.0,2019-05-01,60926,1B
60927,Lake Charles Power,LA,1A,250.0,2020-03-01,60927,1A
60927,Lake Charles Power,LA,1B,250.0,2020-03-01,60927,1B
