GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2019,1.7171632842202103,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2020,1.5879144348703085,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2013,17.651949223363015,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2014,18.46402436923202,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2015,11.555100217999778,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2016,6.657507697402827,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2017,8.704037631574245,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2018,5.121353164505131,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2019,4.208711437104345,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2020,3.8919267052793023,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2013,6.2940231006527165,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2014,6.583578642813498,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2015,4.120115392479688,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2016,2.3738175716462595,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2017,3.1035333961628986,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2018,1.8260824748653475,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2019,1.5006686612295426,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2020,1.3877151060832384,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2013,6.3863214852124175,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2014,6.680123200028486,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2015,4.180534617011292,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2016,2.408628299792405,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2017,3.149045005242187,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2018,1.8528609692889495,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2019,1.5226751411829593,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2020,1.4080651843197314,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2013,7.590416375494327,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2014,7.939612286231355,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2015,4.968744290239558,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2016,2.862757806909126,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2017,3.7427747460420693,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2018,2.202204551614011,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2019,1.8097645652439067,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2020,1.6735457269997485,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2013,8.485913104154905,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2014,8.876306200956222,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2015,5.554943259748747,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2016,3.2004982053556734,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2017,4.18433715518933,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2018,2.462014669301178,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2019,2.023275678159133,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2020,1.8709861109858723,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2013,8.530882460171243,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2014,8.923344365118592,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2015,5.584380542222909,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2016,3.217458589165852,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2017,4.206511191726656,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2018,2.4750616110766064,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2019,2.03399761263732,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2020,1.8809010181377444,.
Oahu_Tesoro_Hawaii,1990,20.0,.
Oahu_Waiau_10,1973,51.2,.
Oahu_Waiau_7,1966,77.8,.
Oahu_Waiau_8,1968,77.8,.
Oahu_Waiau_9,1973,51.2,.
Oahu_Puuloa,2027,99.0,.
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2027,10.850257,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2027,18.397050,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2027,18.214841,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2027,20.333115,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2027,4.302868,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2027,8.936976,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2027,3.317529,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2027,3.111668,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2027,2.241178,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2027,0.424502,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2027,4.961788,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2027,12.161182,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2027,4.336221,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2027,4.399810,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2027,14.035990,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2027,5.229362,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2027,12.755213,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2027,5.846308,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2027,6.266852,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2027,5.877289,.
Oahu_DistBattery,2027,110.666667,332.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2030,15.033489,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2030,25.489889,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2030,25.237431,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2030,28.172388,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2030,5.961805,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2030,12.382558,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2030,4.596577,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2030,4.311347,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2030,3.105247,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2030,0.588165,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2030,6.874767,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2030,16.849830,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2030,6.008017,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2030,6.096122,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2030,19.447456,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2030,7.245502,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2030,17.672886,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2030,8.100306,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2030,8.682988,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2030,8.143232,.
Oahu_DistBattery,2030,153.333333,460.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2035,20.916159,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2035,35.464193,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2035,35.112947,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2035,39.196365,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2035,8.294685,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2035,17.227906,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2035,6.395238,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2035,5.998396,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2035,4.320343,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2035,0.818317,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2035,9.564893,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2035,23.443242,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2035,8.358981,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2035,8.481561,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2035,27.057330,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2035,10.080698,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2035,24.588363,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2035,11.269991,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2035,12.080679,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2035,11.329714,.
Oahu_DistBattery,2035,213.333333,640.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2040,18.301639,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2040,31.031169,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2040,30.723829,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2040,34.296820,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2040,7.257849,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2040,15.074418,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2040,5.595833,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2040,5.248597,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2040,3.780300,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2040,0.716027,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2040,8.369281,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2040,20.512836,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2040,7.314108,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2040,7.421366,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2040,23.675164,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2040,8.820611,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2040,21.514817,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2040,9.861242,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2040,10.570594,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2040,9.913500,.
Oahu_DistBattery,2040,186.666667,560.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2045,37.742110,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2045,52.324960,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2045,63.359469,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2045,57.831522,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2045,12.238233,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2045,25.418583,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2045,12.002727,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2045,8.850218,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2045,8.108518,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2045,1.207369,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2045,17.951607,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2045,43.998806,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2045,15.688324,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2045,15.918385,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2045,39.921217,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2045,18.919682,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2045,36.278426,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2045,21.151774,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2045,17.824205,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2045,21.263864,.
Oahu_DistBattery,2045,352.000000,1056.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2050,60.350622,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2050,49.964046,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2050,101.313449,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2050,55.222151,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2050,11.686041,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2050,24.271690,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2050,13.292345,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2050,8.450894,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2050,8.979727,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2050,1.152893,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2050,19.880396,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2050,48.726204,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2050,17.373937,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2050,17.628716,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2050,38.119962,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2050,20.952484,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2050,34.641535,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2050,23.424401,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2050,17.019973,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2050,23.548534,.
Oahu_DistBattery,2050,397.333333,1192.000000
