year,zone,pv_mw_cum,batt_mwh_cum
2023,Central_Wahiawa,22.720796758398745,6.219381078814171
2023,Ewa_PearlHarbor,242.13587423574268,60.64416720642761
2023,Honolulu_South,228.51220632716698,54.40731494754797
2023,Kunia_CentralBench,71.66313503835954,20.028505203407118
2023,NorthShore_Waialua,28.71476350874334,4.370374244414848
2023,Waianae_Kahe,41.89328802226791,9.145203339873047
2023,Windward_Koolau,86.08258681864076,27.895648217226448
2024,Central_Wahiawa,23.97795094597865,8.06471691429779
2024,Ewa_PearlHarbor,257.79620480757546,76.68920591156484
2024,Honolulu_South,244.0816810381877,66.41763631747524
2024,Kunia_CentralBench,74.59425737083242,24.69657932960932
2024,NorthShore_Waialua,30.011282144856253,5.418149676426734
2024,Waianae_Kahe,44.36440992366279,11.991399289517274
2024,Windward_Koolau,90.51197679309261,34.34650442177723
