hour,coef,se,disch_mw_per_mwh,clean,disch_pos,shape_weight,energy_mwh_per_mwh,physics_cap
19,-0.0001399194651162,7.127866790240091e-05,0.0995071991828269,True,0.0995071991828269,0.219261680738088,0.4538284977469001,0.6192000000000001
20,-0.0002053987186835,6.731719791632213e-05,0.1460743949740433,True,0.1460743949740433,0.3218713582316924,0.4538284977469001,0.6192000000000001
21,-0.0001593712166928,5.911799999253892e-05,0.1133407949372273,True,0.1133407949372273,0.2497436707917744,0.4538284977469001,0.6192000000000001
22,-0.0001334497611028,4.837188808410571e-05,0.0949061086528024,True,0.0949061086528024,0.209123290238445,0.4538284977469001,0.6192000000000001
