hour,beta_batt,se_batt,discharge_mw_per_mwh,shape_weight,E_recommended_mwh_per_mwh,E_physics_cap
16,-0.4099498329934494,0.0985448853098811,0.4099498329934494,0.12659844822224198,0.6192000000000001,0.6192000000000001
17,-0.5973859195199442,0.0911886079064778,0.5973859195199442,0.18448142751713362,0.6192000000000001,0.6192000000000001
18,-0.5886985927898347,0.0885111820774911,0.5886985927898347,0.1817986551515475,0.6192000000000001,0.6192000000000001
19,-0.5146887296817294,0.0854195076650071,0.5146887296817294,0.15894333708930938,0.6192000000000001,0.6192000000000001
20,-0.605916747175707,0.0915808688808896,0.605916747175707,0.18711587070103464,0.6192000000000001,0.6192000000000001
21,-0.5215502089982298,0.1013815123285842,0.5215502089982298,0.16106226131873294,0.6192000000000001,0.6192000000000001
