date,ghi_midday,temp_midday,temp_evening
2020-01-01,591.0044191919192,25.41155303030304,24.509706439393945
2020-01-02,439.15467171717165,24.940909090909102,24.020596590909076
2020-01-03,533.2575757575758,25.359154040404047,24.605397727272706
2020-01-04,448.1489898989899,25.354924242424246,24.941335227272727
2020-01-05,663.6900252525253,25.885227272727274,24.97045454545454
2020-01-06,613.4065656565656,25.692045454545465,24.90785984848485
2020-01-07,651.1565656565657,24.991856060606068,24.257623106060628
2020-01-08,569.3806818181819,25.1939393939394,24.616098484848468
2020-01-09,511.4886363636363,24.683585858585854,24.125094696969697
2020-01-10,480.4709595959596,25.00397727272726,24.58285984848484
2020-01-11,342.5113636363637,25.055744949494922,24.859943181818192
2020-01-12,95.84595959595958,25.179608585858574,24.82140151515152
2020-01-13,309.11742424242425,25.20997474747475,24.941571969696977
2020-01-14,430.10037878787875,25.308901515151533,24.755871212121207
2020-01-15,336.34090909090907,25.22790404040404,24.50572916666666
2020-01-16,567.3383838383838,24.78131313131314,24.305350378787885
2020-01-17,586.6458333333334,24.4221590909091,23.259185606060598
2020-01-18,650.6199494949495,24.16117424242424,23.139204545454557
2020-01-19,643.0606060606061,24.237815656565658,23.58058712121212
2020-01-20,553.3352272727274,24.86584595959597,24.066903409090905
2020-01-21,741.751893939394,25.130366161616163,24.331770833333334
2020-01-22,766.8882575757575,25.09008838383839,24.589157196969694
2020-01-23,781.4785353535353,25.066161616161622,24.291335227272715
2020-01-24,767.554292929293,25.418686868686866,23.868181818181817
2020-01-25,633.2695707070707,25.05246212121212,24.48773674242424
2020-01-26,766.231691919192,25.80625000000001,24.592092803030305
2020-01-27,778.165404040404,25.194696969696963,24.752272727272725
2020-01-28,720.9248737373737,25.58547979797979,24.903929924242423
2020-01-29,705.1180555555557,25.54962121212121,25.016761363636366
2020-01-30,761.2335858585858,25.990593434343428,25.14095643939394
2020-01-31,555.147095959596,25.498926767676767,24.87447916666667
2020-02-01,510.86742424242425,25.06199494949495,23.441098484848492
2020-02-02,736.8573232323233,24.75858585858586,24.620359848484846
2020-02-03,771.1521464646463,25.58213383838384,24.861647727272732
