date,load_day,pv_mw,batt_mwh,year,quarter,ghi_midday,temp_day,season,t_years,lowsun,lowsun_x_pv,yearF,era
2013-01-15,902.7770080566406,219.3762139669277,16.87166666668884,2013,1,680.3515151515152,22.591232638888883,1,-5.501026694045095,0,0.0,2013,2013-16
2013-01-16,867.3859924316406,219.54799216013197,16.89219634957972,2013,1,628.5333333333333,22.729064078282832,1,-5.501026694045095,0,0.0,2013,2013-16
2013-01-17,892.7260131835938,219.6729217551896,16.907127028045817,2013,1,573.4753787878788,22.44252683080808,1,-5.501026694045095,1,219.6729217551896,2013,2013-16
2013-01-18,872.3509948730468,219.97623720036526,16.935588633871813,2013,1,695.864393939394,22.895115214646456,1,-5.501026694045095,0,0.0,2013,2013-16
2013-01-19,781.7989868164062,220.01527769882077,16.94025447089247,2013,1,668.0587121212121,22.31699810606061,1,-5.501026694045095,0,0.0,2013,2013-16
2013-01-20,755.2920043945312,220.02308579851186,16.9411876382966,2013,1,714.2674242424242,22.169870580808077,1,-5.501026694045095,0,0.0,2013,2013-16
2013-01-21,866.4420104980469,220.15972754310616,16.957518067868893,2013,1,512.9507575757576,22.607149621212127,1,-5.501026694045095,1,220.15972754310616,2013,2013-16
2013-01-22,912.9790100097656,220.37944102545572,16.978980918163906,2013,1,635.6340909090909,23.21740845959596,1,-5.501026694045095,0,0.0,2013,2013-16
2013-01-23,910.0779907226563,220.52779491958668,16.996711098842397,2013,1,500.1314393939394,22.957307449494948,1,-5.501026694045095,1,220.52779491958668,2013,2013-16
2013-01-24,923.5309936523438,220.77686256146941,17.01957370024361,2013,1,355.4056818181818,23.36799242424242,1,-5.501026694045095,1,220.77686256146941,2013,2013-16
2013-01-25,902.9890075683594,220.92131240575483,17.036837297220032,2013,1,616.0382575757576,23.806557765151513,1,-5.501026694045095,0,0.0,2013,2013-16
2013-01-26,842.0270141601562,220.9642569540559,17.041969717942752,2013,1,506.5617424242424,23.64258996212121,1,-5.501026694045095,1,220.9642569540559,2013,2013-16
2013-01-27,847.8310241699219,220.97596910359258,17.043369469048947,2013,1,325.12083333333334,23.67137784090909,1,-5.501026694045095,1,220.97596910359258,2013,2013-16
2013-01-28,912.4219970703125,221.25292186272281,17.0764969118956,2013,1,303.2674242424242,22.86616161616162,1,-5.501026694045095,1,221.25292186272281,2013,2013-16
2013-01-29,914.5429931640625,221.58744839376868,17.106358268827794,2013,1,623.7814393939394,23.248476957070707,1,-5.501026694045095,0,0.0,2013,2013-16
2013-01-30,905.5710327148438,222.01891757335798,17.132953539845527,2013,1,693.8492424242424,23.199826388888894,1,-5.501026694045095,0,0.0,2013,2013-16
2013-01-31,898.7390197753906,222.35019236921457,17.16281489677772,2013,1,603.1534090909091,23.31524621212121,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-01,859.8759948730469,222.48485526096505,17.17867874264795,2013,1,725.8121212121212,23.25561868686869,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-02,806.3749938964844,222.48485526096505,17.17867874264795,2013,1,691.5488636363636,23.365309343434337,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-03,760.8519836425781,222.4887593108106,17.179145326350014,2013,1,732.9772727272727,22.571062184343432,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-04,885.5529846191406,222.83782368804674,17.199675009240895,2013,1,480.5185606060606,23.0246764520202,1,-5.501026694045095,1,222.83782368804674,2013,2013-16
2013-02-05,879.9380126953125,223.16915332874524,17.23502266730464,2013,1,626.1147727272727,23.25349589646464,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-06,893.6400024414063,223.42975630136675,17.264417440534768,2013,1,602.9954545454545,23.108704229797976,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-07,911.6580078125,223.68366711271065,17.288679793042174,2013,1,619.7227272727273,23.80933554292929,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-08,895.9809997558593,223.91567764550777,17.309209475933056,2013,1,757.880303030303,23.776601957070707,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-09,814.7449890136719,223.93129384488998,17.31107581074132,2013,1,736.6223484848485,23.261979166666663,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-10,800.231005859375,223.95081409411773,17.313408729251645,2013,1,471.3931818181818,23.353598484848487,1,-5.501026694045095,1,223.95081409411773,2013,2013-16
2013-02-11,891.2610046386719,224.32406152800195,17.341403751375577,2013,1,511.2515151515152,22.94367897727273,1,-5.501026694045095,1,224.32406152800195,2013,2013-16
2013-02-12,860.7889892578125,224.57104566502613,17.358200764649936,2013,1,559.5435606060606,22.25576073232323,1,-5.501026694045095,1,224.57104566502613,2013,2013-16
2013-02-13,845.9400207519532,224.65693476162826,17.368465606095377,2013,1,663.1984848484848,22.220067866161614,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-14,856.9299865722656,224.98486361027696,17.393194542304848,2013,1,689.3875,22.544294507575756,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-15,867.2299926757812,225.25551425879112,17.421656148130843,2013,1,728.7401515151515,23.14805082070707,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-16,784.2860107421875,225.25551425879112,17.421656148130843,2013,1,710.9238636363636,23.213983585858585,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-17,751.8590087890625,225.25941830863667,17.422122731832907,2013,1,683.5151515151515,22.878708964646467,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-18,809.8360046386719,225.3999641030765,17.438919745107267,2013,1,695.8757575757576,22.988020833333334,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-19,867.2769958496094,225.59126254550853,17.46178234650848,2013,1,609.3723484848485,22.808577967171715,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-20,872.9750061035156,225.9036849140747,17.49490978935513,2013,1,666.164393939394,22.985101010101005,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-21,899.7420166015625,226.15848565457318,17.522904811479062,2013,1,496.2113636363636,22.97324021464647,1,-5.501026694045095,1,226.15848565457318,2013,2013-16
2013-02-22,888.5840148925781,226.51376298788148,17.56256442615463,2013,1,533.6950757575758,23.087160669191917,1,-5.501026694045095,1,226.51376298788148,2013,2013-16
2013-02-23,799.8029907226562,226.57049468679452,17.564430760962892,2013,1,663.475,23.18633996212121,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-24,773.5259948730469,226.57439873664006,17.564897344664956,2013,1,706.6594696969697,22.93985164141414,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-25,876.7570068359375,227.3081603451888,17.631618814060324,2013,1,699.5109848484848,22.88277304292929,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-26,876.5869995117188,227.60787241604947,17.664746256906977,2013,1,631.942803030303,23.10011837121212,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-27,845.5449890136719,227.9992343729235,17.699273450859824,2013,1,824.405303030303,23.219752209595956,1,-5.501026694045095,0,0.0,2013,2013-16
2013-02-28,859.0509948730469,228.29602317278082,17.71840338264451,2013,1,704.0454545454545,23.296346275252528,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-01,859.2010009765625,228.48111895678926,17.73520039591887,2013,1,631.7651515151515,22.98613478535354,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-02,774.4409912109375,228.48892705648035,17.736133563323,2013,1,712.6128787878788,23.113999368686866,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-03,747.2389953613281,228.51625540539922,17.73939964923746,2013,1,650.1068181818182,22.970730744949496,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-04,864.3130187988281,228.84542985480726,17.76739467136139,2013,1,694.182196969697,22.825355113636373,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-05,849.7929992675781,229.1926636354748,17.796789444591518,2013,1,816.5060606060606,22.77495265151515,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-06,875.2100158691406,229.49381149241995,17.824317883013382,2013,1,736.8242424242424,23.190033143939388,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-07,885.4130065917968,229.72544319051886,17.842981231096,2013,1,754.3170454545455,23.20352746212121,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-08,868.9589965820312,229.92489290352356,17.866776999901344,2013,1,861.8060606060606,23.34994476010101,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-09,853.2650085449219,229.93660505306022,17.86817675100754,2013,1,685.2693181818182,23.59681186868687,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-10,841.4549865722656,229.94050910290576,17.868643334709603,2013,1,254.1064393939394,22.63813131313131,1,-5.501026694045095,1,229.94050910290576,2013,2013-16
2013-03-11,866.0249877929688,230.41588809340877,17.90223736125832,2013,1,737.3852272727273,22.95815972222222,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-12,887.510986328125,230.67032332421033,17.932098718190513,2013,1,704.1890151515152,23.01583017676768,1,-5.501026694045095,0,0.0,2013,2013-16
2013-03-13,859.1429931640625,231.20551114790038,17.96569274473923,2013,1,801.4435606060606,22.517313762626262,1,-5.501026694045095,0,0.0,2013,2013-16
